Subject,Grade,UnitID,UnitTitle,SkillID,SkillDescription,SubskillID,SubskillDescription,DifficultyStart,DifficultyEnd,TargetDifficulty
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-E,Connect story events to personal experiences during guided discussions,3,6,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-F,Identify basic cause-effect relationships in stories using verbal and visual clues,4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-G,"Use dramatic play (puppets, role-play) to demonstrate character motivations",4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-H,Differentiate between explicitly stated details and those requiring inference,4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-I,Infer character thoughts and feelings from dialogue and actions,4,7,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-02,Inference Making,LA006-02-J,"Predict and discuss alternative story outcomes using ""What if?"" scenarios",5,7,6
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-A,Identify the main topic of a familiar story using picture clues and simple stories,1,3,2
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-B,Select the main idea from three choices after listening to a read-aloud story,2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-C,Create visual representations of main ideas using drawing and stickers,2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-D,Sort picture cards into 'Main Idea' and 'Supporting Details' categories,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-E,Use a simple web graphic organizer to connect main idea with supporting details,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-F,Participate in interactive storytelling to demonstrate main idea and details through movement or puppetry,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-G,Create a group summary of a story identifying both main idea and 2-3 key supporting details,4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-H,Use digital tools to organize and match details with corresponding main ideas,4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-I,Sequence story events to show how details build toward the main idea,4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-03,Main Idea and Details,LA006-03-J,Compare main ideas between two simple stories using guided discussion and visual aids,5,7,6
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-A,"Identify basic story elements (main character, setting) in a single story using picture prompts",1,3,2
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-B,Match similar characters from different stories using visual aids,2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-C,Match similar settings from different stories using visual aids,2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-D,Use simple words to describe how two characters are alike,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-E,Use simple words to describe how two characters are different,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-F,Complete a teacher-guided Venn diagram comparing two characters,4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-G,"Express story preferences using ""I like"" statements with one reason",4,6,5
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-H,Compare two stories' main events using sequence cards,5,7,6
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-04,Comparing Texts,LA006-04-I,"Express story preferences using multiple reasons with ""because""",5,7,6
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-A,Recognize that books have titles on their covers,1,2,1
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-B,"Point to and name basic text features (title, author name, pictures)",1,3,2
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-C,Identify page numbers and explain their purpose,2,3,2
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-D,Locate headings in simple nonfiction texts,2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-E,Match simple labels to parts of pictures or diagrams,2,4,3
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-F,Use picture captions to understand images with teacher support,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-G,Find specific information using simple tables of contents,3,5,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-H,Create basic picture labels for classroom objects or simple drawings,3,6,4
Language Arts,Kindergarten,LA006,Reading Comprehension,LA006-06,Text Features,LA006-06-I,Contribute to a class picture dictionary by drawing and labeling items,4,6,5
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-A,"Listen to and retell a simple story in own words using sequential terms (first, next, last)",1,3,2
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-B,Create simple verbal stories using provided story starter prompts,2,4,3
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-C,Use puppets to act out familiar stories with clear beginning and ending,2,4,3
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-D,Draw and describe an original character with at least two distinct traits,3,5,4
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-E,"Use puppets to create and perform original stories with beginning, middle, and ending",3,5,4
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-F,Collaborate with peers to plan and act out stories using props and simple dialogue,4,6,5
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-G,Create and illustrate a simple picture book with connected events and characters,4,6,5
Language Arts,Kindergarten,LA007,Creative Expression,LA007-01,Imaginative Storytelling,LA007-01-H,"Develop and perform original stories incorporating setting, characters, and basic plot",5,7,6
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-A,"Use basic gestures and facial expressions to show emotions (happy, sad, scared)",1,3,2
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-B,Imitate familiar character voices from read-aloud stories,2,4,3
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-C,"Act out daily routines through simple dramatic play (shopping, cooking, school)",2,4,3
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-D,Role-play familiar story characters with basic props and costumes,3,5,4
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-E,Create simple dialogue between two characters in guided dramatic play,3,5,4
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-F,Narrate actions while acting out wordless picture books,4,6,5
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-G,"Collaborate with peers to act out a familiar story with beginning, middle, and end",4,6,5
Language Arts,Kindergarten,LA007,Creative Expression,LA007-02,Dramatic Play,LA007-02-H,Participate in a class play with assigned character roles and simple memorized lines,5,7,6
