Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Mathematics,COUNT001-05-F,"Compose and decompose numbers 11-19 using equations (e.g., 14 = 10 + 4)",Number Composition,Use base-ten blocks to model and write equations for numbers 11-19
Mathematics,COUNT001-05-F,"Compose and decompose numbers 11-19 using equations (e.g., 14 = 10 + 4)",Number Decomposition,Break down teen numbers into tens and ones using drawings and corresponding equations
Mathematics,COUNT001-05-F,"Compose and decompose numbers 11-19 using equations (e.g., 14 = 10 + 4)",Problem Solving,Match picture representations of grouped objects (ten plus extras) to their corresponding equations
Mathematics,COUNT001-05-F,"Compose and decompose numbers 11-19 using equations (e.g., 14 = 10 + 4)",Number Relationships,Identify the number of ones needed to add to 10 to create a given teen number
Mathematics,COUNT001-05-F,"Compose and decompose numbers 11-19 using equations (e.g., 14 = 10 + 4)",Application Skills,Create real-world story problems that demonstrate teen numbers as ten plus some ones
Mathematics,COUNT001-05-F,"Compose and decompose numbers 11-19 using equations (e.g., 14 = 10 + 4)",Mathematical Communication,Explain verbally how a teen number can be written as an equation showing ten plus extra ones
Mathematics,GEOM001-01-A,"Match and name basic 2D shapes (circles, squares, triangles, rectangles) regardless of size, color, or orientation,Shape Recognition,Correctly identify and name circles, squares",triangles,and rectangles when shown individually
Mathematics,GEOM001-01-A,"Match and name basic 2D shapes (circles, squares, triangles, rectangles) regardless of size, color, or orientation,Shape Discrimination,Sort a collection of shapes into groups of circles, squares",triangles,and rectangles regardless of their colors
Mathematics,GEOM001-01-A,"Match and name basic 2D shapes (circles, squares, triangles, rectangles) regardless of size, color, or orientation,Spatial Orientation",Recognize and name basic 2D shapes when presented in different orientations (rotated,flipped)
Mathematics,GEOM001-01-A,"Match and name basic 2D shapes (circles, squares, triangles, rectangles) regardless of size, color, or orientation",Size Comparison,Match identical shapes of different sizes and explain why they are the same shape
Mathematics,GEOM001-01-A,"Match and name basic 2D shapes (circles, squares, triangles, rectangles) regardless of size, color, or orientation",Real World Application,Identify and name basic 2D shapes found in classroom objects and everyday items
Mathematics,GEOM001-01-A,"Match and name basic 2D shapes (circles, squares, triangles, rectangles) regardless of size, color, or orientation",Shape Matching,Pair similar shapes together when presented with multiple options of varying sizes and colors
Mathematics,GEOM001-01-A,"Match and name basic 2D shapes (circles, squares, triangles, rectangles) regardless of size, color, or orientation",Visual Memory,Draw requested basic 2D shapes from memory using simple drawing tools
Mathematics,GEOM001-01-B,"Identify and describe shapes in real-world environments using geometric vocabulary (sides, corners) and basic attributes (curved vs. straight sides),Shape Recognition,Point to and name basic shapes (circle",square,triangle) in classroom objects and pictures
Mathematics,GEOM001-01-B,"Identify and describe shapes in real-world environments using geometric vocabulary (sides, corners) and basic attributes (curved vs. straight sides)",Geometric Vocabulary,Count and state the number of sides in shapes found in everyday objects
Mathematics,GEOM001-01-B,"Identify and describe shapes in real-world environments using geometric vocabulary (sides, corners) and basic attributes (curved vs. straight sides)",Shape Attributes,Sort classroom objects based on whether they have curved or straight sides
Mathematics,GEOM001-01-B,"Identify and describe shapes in real-world environments using geometric vocabulary (sides, corners) and basic attributes (curved vs. straight sides),Geometric Properties,Identify and count corners in shapes found in real-world objects like books",windows,and signs
Mathematics,GEOM001-01-B,"Identify and describe shapes in real-world environments using geometric vocabulary (sides, corners) and basic attributes (curved vs. straight sides),Shape Description,Describe shapes in the environment using proper geometric vocabulary (sides, corners",curved,straight)
Mathematics,GEOM001-01-B,"Identify and describe shapes in real-world environments using geometric vocabulary (sides, corners) and basic attributes (curved vs. straight sides)",Shape Analysis,Compare two real-world objects and describe how their shapes are similar or different
Mathematics,GEOM001-01-B,"Identify and describe shapes in real-world environments using geometric vocabulary (sides, corners) and basic attributes (curved vs. straight sides)",Environmental Awareness,Create a list of objects from home or school that contain specific shapes
Mathematics,GEOM001-01-C,"Count and compare shape properties (number of sides, vertices) and sort shapes into groups based on these characteristics,Shape Recognition,Count the number of sides in basic shapes (triangle",square,rectangle) and state the total
Mathematics,GEOM001-01-C,"Count and compare shape properties (number of sides, vertices) and sort shapes into groups based on these characteristics,Comparison Skills,Sort shapes into groups based on the number of sides they have (3 sides",4 sides,etc.)
Mathematics,GEOM001-01-C,"Count and compare shape properties (number of sides, vertices) and sort shapes into groups based on these characteristics",Vertex Recognition,Identify and count vertices (corners) in common shapes and compare quantities between different shapes
Mathematics,GEOM001-01-C,"Count and compare shape properties (number of sides, vertices) and sort shapes into groups based on these characteristics",Classification Skills,Create groups of shapes that share the same number of vertices using real objects from the classroom
Mathematics,GEOM001-01-C,"Count and compare shape properties (number of sides, vertices) and sort shapes into groups based on these characteristics",Comparative Analysis,Match shapes with the same number of sides and vertices when presented with multiple options
Mathematics,GEOM001-01-C,"Count and compare shape properties (number of sides, vertices) and sort shapes into groups based on these characteristics",Real-world Application,Identify shapes in everyday objects and sort them based on their number of sides
Mathematics,GEOM001-01-C,"Count and compare shape properties (number of sides, vertices) and sort shapes into groups based on these characteristics",Pattern Recognition,Create simple patterns using shapes with the same number of sides or vertices
Mathematics,GEOM001-01-D,"Recognize and name 3D shapes (cubes, cones, cylinders) and distinguish between 2D and 3D objects,Shape Recognition,Correctly identify and name basic 3D shapes (cube",cone,cylinder) when shown physical objects
Mathematics,GEOM001-01-D,"Recognize and name 3D shapes (cubes, cones, cylinders) and distinguish between 2D and 3D objects,Shape Properties,Sort objects by their 3D shape characteristics (rolls",stacks,slides)
Mathematics,GEOM001-01-D,"Recognize and name 3D shapes (cubes, cones, cylinders) and distinguish between 2D and 3D objects",Dimensional Awareness,Explain the difference between 2D shapes (flat) and 3D shapes (solid) using classroom objects
Mathematics,GEOM001-01-D,"Recognize and name 3D shapes (cubes, cones, cylinders) and distinguish between 2D and 3D objects,Real World Application,Find and name 3D shapes in everyday objects (can=cylinder",party hat=cone,box=cube)
Mathematics,GEOM001-01-D,"Recognize and name 3D shapes (cubes, cones, cylinders) and distinguish between 2D and 3D objects,Shape Comparison",Match 2D shape drawings to their corresponding 3D shape objects (circle to cylinder,triangle to cone)
Mathematics,GEOM001-01-D,"Recognize and name 3D shapes (cubes, cones, cylinders) and distinguish between 2D and 3D objects,Shape Description,Describe the basic features of 3D shapes using simple vocabulary (corners",faces,edges)
Mathematics,GEOM001-01-D,"Recognize and name 3D shapes (cubes, cones, cylinders) and distinguish between 2D and 3D objects",Shape Construction,Create basic 3D shapes using modeling clay or building materials
Mathematics,GEOM001-01-E,"Draw and trace basic shapes using templates and verbal descriptions of their properties,Shape Recognition,Trace basic shapes (circle",square,triangle) using provided templates with 90% accuracy
Mathematics,GEOM001-01-E,"Draw and trace basic shapes using templates and verbal descriptions of their properties,Shape Properties",Draw a square after hearing a description of its properties (4 equal sides,4 corners)
Mathematics,GEOM001-01-E,Draw and trace basic shapes using templates and verbal descriptions of their properties,Fine Motor Skills,Copy basic shapes freehand after practicing with templates three times
Mathematics,GEOM001-01-E,Draw and trace basic shapes using templates and verbal descriptions of their properties,Shape Composition,Combine two basic shapes to create a new shape following verbal instructions
Mathematics,GEOM001-01-E,Draw and trace basic shapes using templates and verbal descriptions of their properties,Real World Application,Identify and trace shapes found in classroom objects using templates
Mathematics,GEOM001-01-E,"Draw and trace basic shapes using templates and verbal descriptions of their properties,Shape Analysis",Draw the correct shape based on verbal clues about its attributes (sides,corners)
Mathematics,GEOM001-01-E,Draw and trace basic shapes using templates and verbal descriptions of their properties,Visual Discrimination,Match traced shapes to corresponding templates with 100% accuracy
Mathematics,GEOM001-01-F,Compose larger shapes by combining basic shapes and decompose larger shapes into smaller basic shapes,Shape Composition,Combine two triangles to create a square or rectangle
Mathematics,GEOM001-01-F,Compose larger shapes by combining basic shapes and decompose larger shapes into smaller basic shapes,Shape Decomposition,Break down a hexagon into six triangles using physical manipulatives
Mathematics,GEOM001-01-F,"Compose larger shapes by combining basic shapes and decompose larger shapes into smaller basic shapes,Pattern Recognition,Create a simple picture using multiple basic shapes (circles",squares,triangles)
Mathematics,GEOM001-01-F,Compose larger shapes by combining basic shapes and decompose larger shapes into smaller basic shapes,Spatial Reasoning,Identify how many small squares can fit inside a larger square
Mathematics,GEOM001-01-F,Compose larger shapes by combining basic shapes and decompose larger shapes into smaller basic shapes,Real World Application,Build simple house or tree pictures using basic shapes
Mathematics,GEOM001-01-F,Compose larger shapes by combining basic shapes and decompose larger shapes into smaller basic shapes,Shape Analysis,Show different ways to make a rectangle using smaller shapes
Mathematics,GEOM001-01-F,Compose larger shapes by combining basic shapes and decompose larger shapes into smaller basic shapes,Problem Solving,Solve simple tangram puzzles using basic shapes to create a larger shape
Mathematics,GEOM001-02-A,"Identify and name basic 2D shapes based on their attributes (sides and vertices),Shape Recognition,Correctly name circles, squares",triangles,and rectangles when shown individual shapes
Mathematics,GEOM001-02-A,"Identify and name basic 2D shapes based on their attributes (sides and vertices),Attribute Analysis,Count and state the number of sides in basic 2D shapes (triangle=3",square=4,rectangle=4)
Mathematics,GEOM001-02-A,Identify and name basic 2D shapes based on their attributes (sides and vertices),Vertex Recognition,Count and identify the number of vertices (corners) in basic 2D shapes
Mathematics,GEOM001-02-A,Identify and name basic 2D shapes based on their attributes (sides and vertices),Shape Sorting,Sort a collection of mixed 2D shapes into groups based on their attributes (sides and vertices)
Mathematics,GEOM001-02-A,Identify and name basic 2D shapes based on their attributes (sides and vertices),Real World Application,Identify and name basic 2D shapes found in classroom objects and explain how they know based on attributes
Mathematics,GEOM001-02-A,Identify and name basic 2D shapes based on their attributes (sides and vertices),Shape Description,Describe a hidden 2D shape to a partner using attribute vocabulary (sides and vertices)
Mathematics,GEOM001-02-A,Identify and name basic 2D shapes based on their attributes (sides and vertices),Shape Comparison,Compare two different 2D shapes by describing how their attributes are similar and different
Mathematics,GEOM001-02-B,"Sort and classify shapes by single attributes (sides, corners, size) and identify shapes that don't belong,Shape Recognition,Sort basic shapes (circles",squares,triangles) into groups based on their number of sides
Mathematics,GEOM001-02-B,"Sort and classify shapes by single attributes (sides, corners, size) and identify shapes that don't belong",Shape Analysis,Identify and count the corners in common shapes and group shapes with the same number of corners
Mathematics,GEOM001-02-B,"Sort and classify shapes by single attributes (sides, corners, size) and identify shapes that don't belong,Size Comparison",Organize shapes from smallest to largest within the same shape category (e.g.,small triangles to large triangles)
Mathematics,GEOM001-02-B,"Sort and classify shapes by single attributes (sides, corners, size) and identify shapes that don't belong,Pattern Recognition,Identify the shape that doesn't belong in a group based on a single attribute (size",sides,or corners)
Mathematics,GEOM001-02-B,"Sort and classify shapes by single attributes (sides, corners, size) and identify shapes that don't belong,Real-world Application",Find and sort shapes in classroom objects based on one attribute (e.g.,round objects vs. square objects)
Mathematics,GEOM001-02-B,"Sort and classify shapes by single attributes (sides, corners, size) and identify shapes that don't belong",Visual Discrimination,Create a simple shape sorting diagram by drawing lines to connect shapes that share the same attribute
Mathematics,GEOM001-02-B,"Sort and classify shapes by single attributes (sides, corners, size) and identify shapes that don't belong",Attribute Analysis,Explain verbally why a specific shape belongs or doesn't belong in a given group based on one attribute
Mathematics,GEOM001-02-C,"Recognize and match shapes in different orientations and sizes, including shapes in real-world objects,Shape Recognition,Identify basic shapes (circle, square",triangle,rectangle) when presented in different orientations
Mathematics,GEOM001-02-C,"Recognize and match shapes in different orientations and sizes, including shapes in real-world objects",Size Comparison,Match shapes of the same type but different sizes (small square to large square)
Mathematics,GEOM001-02-C,"Recognize and match shapes in different orientations and sizes, including shapes in real-world objects,Orientation Skills,Recognize that a triangle is still a triangle whether pointing up",down,or sideways
Mathematics,GEOM001-02-C,"Recognize and match shapes in different orientations and sizes, including shapes in real-world objects,Real-World Application",Find and name shapes in classroom objects (clock face is a circle,door is a rectangle)
Mathematics,GEOM001-02-C,"Recognize and match shapes in different orientations and sizes, including shapes in real-world objects",Shape Sorting,Sort a collection of real objects by their shape characteristics
Mathematics,GEOM001-02-C,"Recognize and match shapes in different orientations and sizes, including shapes in real-world objects",Visual Discrimination,Match shapes in pictures to corresponding physical shape blocks regardless of size or orientation
Mathematics,GEOM001-02-C,"Recognize and match shapes in different orientations and sizes, including shapes in real-world objects,Environmental Recognition",Identify and draw shapes found in nature or buildings (sun as circle,roof as triangle)
Mathematics,GEOM001-02-D,"Create and complete basic shapes through drawing, building, and completing half-drawn figures",Shape Recognition,Complete half-drawn circles and squares by drawing the missing portions
Mathematics,GEOM001-02-D,"Create and complete basic shapes through drawing, building, and completing half-drawn figures",Shape Construction,Build basic shapes using manipulatives such as popsicle sticks and pipe cleaners
Mathematics,GEOM001-02-D,"Create and complete basic shapes through drawing, building, and completing half-drawn figures",Visual Perception,Match incomplete shape outlines to their complete counterparts
Mathematics,GEOM001-02-D,"Create and complete basic shapes through drawing, building, and completing half-drawn figures,Shape Drawing,Draw basic shapes (circle",square,triangle) independently using dotted line guides
Mathematics,GEOM001-02-D,"Create and complete basic shapes through drawing, building, and completing half-drawn figures",Spatial Awareness,Combine two half-shapes to create a complete shape using pattern blocks
Mathematics,GEOM001-02-D,"Create and complete basic shapes through drawing, building, and completing half-drawn figures",Shape Composition,Create new shapes by combining multiple basic shapes using building blocks
Mathematics,GEOM001-02-D,"Create and complete basic shapes through drawing, building, and completing half-drawn figures",Real-world Application,Identify and complete half-drawn shapes in pictures of everyday objects
Mathematics,GEOM001-02-E,"Analyze and compare 3D shapes by building and manipulating physical models,Shape Recognition,Identify basic 3D shapes (sphere, cube",cylinder,cone) using physical models
Mathematics,GEOM001-02-E,"Analyze and compare 3D shapes by building and manipulating physical models,Shape Properties,Sort 3D shapes by attributes such as whether they roll",stack,or slide
Mathematics,GEOM001-02-E,Analyze and compare 3D shapes by building and manipulating physical models,Shape Construction,Build simple 3D shapes using clay or play dough following a model
Mathematics,GEOM001-02-E,Analyze and compare 3D shapes by building and manipulating physical models,Shape Comparison,Compare two different 3D shapes and describe how they are similar and different
Mathematics,GEOM001-02-E,"Analyze and compare 3D shapes by building and manipulating physical models,Real World Application",Match common objects to their corresponding 3D shape (ball-sphere,box-cube)
Mathematics,GEOM001-02-E,"Analyze and compare 3D shapes by building and manipulating physical models,Shape Analysis,Describe the number of faces",edges,and corners of simple 3D shapes using physical models
Mathematics,GEOM001-02-E,Analyze and compare 3D shapes by building and manipulating physical models,Shape Composition,Create new shapes by combining two or more basic 3D shapes
Mathematics,GEOM001-02-F,"Compose and decompose shapes to form larger shapes and create pictures of familiar objects,Shape Composition",Combine two simple shapes to create a new shape (e.g.,two triangles to make a square)
Mathematics,GEOM001-02-F,Compose and decompose shapes to form larger shapes and create pictures of familiar objects,Shape Recognition,Identify which smaller shapes can be used to create a given larger shape
Mathematics,GEOM001-02-F,"Compose and decompose shapes to form larger shapes and create pictures of familiar objects,Visual Arts Integration,Create a simple picture of a house using basic shapes (squares",triangles,rectangles)
Mathematics,GEOM001-02-F,Compose and decompose shapes to form larger shapes and create pictures of familiar objects,Pattern Recognition,Break down a hexagon into two trapezoids or three triangles
Mathematics,GEOM001-02-F,Compose and decompose shapes to form larger shapes and create pictures of familiar objects,Spatial Reasoning,Arrange multiple shapes to recreate a given picture template
Mathematics,GEOM001-02-F,Compose and decompose shapes to form larger shapes and create pictures of familiar objects,Real-world Application,Design a simple robot drawing using basic geometric shapes
Mathematics,GEOM001-02-F,Compose and decompose shapes to form larger shapes and create pictures of familiar objects,Problem Solving,Determine which combination of shapes can be used to fill a given outline
Mathematics,GEOM001-02-G,"Create, extend, and describe repeating patterns using multiple shapes and attributes,Pattern Recognition",Create a simple AB pattern using two different shapes (e.g.,circle-square-circle-square)
Mathematics,GEOM001-02-G,"Create, extend, and describe repeating patterns using multiple shapes and attributes",Pattern Extension,Continue an existing pattern of shapes for at least three repetitions when given the core pattern
Mathematics,GEOM001-02-G,"Create, extend, and describe repeating patterns using multiple shapes and attributes",Pattern Description,Verbally describe the rule of a repeating pattern using shape names and position words
Mathematics,GEOM001-02-G,"Create, extend, and describe repeating patterns using multiple shapes and attributes,Complex Patterns",Create an ABC pattern using three different shapes or colors (e.g.,triangle-square-circle-triangle-square-circle)
Mathematics,GEOM001-02-G,"Create, extend, and describe repeating patterns using multiple shapes and attributes",Pattern Analysis,Identify the missing shape in an incomplete pattern sequence
Mathematics,GEOM001-02-G,"Create, extend, and describe repeating patterns using multiple shapes and attributes,Pattern Creation",Design a pattern using both shapes and colors (e.g.,red circle-blue square-red circle-blue square)
Mathematics,GEOM001-02-G,"Create, extend, and describe repeating patterns using multiple shapes and attributes,Real World Application,Create patterns using everyday objects like blocks",buttons,or classroom materials
Mathematics,MEAS001-01-A,"Identify and describe basic measurable attributes (length, weight, size) of single objects using appropriate vocabulary",Basic Attributes Recognition,"Use words like ""big"" and ""small"" to describe the size of everyday classroom objects"
Mathematics,MEAS001-01-A,"Identify and describe basic measurable attributes (length, weight, size) of single objects using appropriate vocabulary",Length Comparison,"Correctly identify objects as ""long"" or ""short"" when presented with familiar items like pencils or crayons"
Mathematics,MEAS001-01-A,"Identify and describe basic measurable attributes (length, weight, size) of single objects using appropriate vocabulary",Weight Concepts,"Describe objects as ""heavy"" or ""light"" after holding them in their hands"
Mathematics,MEAS001-01-A,"Identify and describe basic measurable attributes (length, weight, size) of single objects using appropriate vocabulary,Size Vocabulary,Use at least three different descriptive words (tiny",medium,huge) to describe the size of a single object
Mathematics,MEAS001-01-A,"Identify and describe basic measurable attributes (length, weight, size) of single objects using appropriate vocabulary",Multiple Attributes,Describe both the length and weight of a single object using appropriate vocabulary
Mathematics,MEAS001-01-A,"Identify and describe basic measurable attributes (length, weight, size) of single objects using appropriate vocabulary",Real-world Application,Identify and describe the measurable attributes of common household items like toys or food containers
Mathematics,MEAS001-01-A,"Identify and describe basic measurable attributes (length, weight, size) of single objects using appropriate vocabulary",Attribute Communication,Explain to a peer why an object has specific measurable attributes using appropriate vocabulary
Mathematics,MEAS001-01-B,Compare and contrast two objects based on a single measurable attribute using direct comparison and comparative language,Length Comparison,"Place two objects side by side to determine which is longer or shorter using words like ""longer than"" and ""shorter than"""
Mathematics,MEAS001-01-B,Compare and contrast two objects based on a single measurable attribute using direct comparison and comparative language,Height Comparison,"Compare the heights of two classroom objects using direct comparison and express findings using terms like ""taller than"" or ""shorter than"""
Mathematics,MEAS001-01-B,Compare and contrast two objects based on a single measurable attribute using direct comparison and comparative language,Weight Comparison,Hold one object in each hand to compare their weights and describe which is heavier or lighter
Mathematics,MEAS001-01-B,Compare and contrast two objects based on a single measurable attribute using direct comparison and comparative language,Size Comparison,"Sort pairs of everyday objects by size using comparative language such as ""bigger than"" and ""smaller than"""
Mathematics,MEAS001-01-B,Compare and contrast two objects based on a single measurable attribute using direct comparison and comparative language,Width Comparison,"Compare the width of two objects by placing them next to each other and use terms like ""wider than"" and ""narrower than"""
Mathematics,MEAS001-01-B,"Compare and contrast two objects based on a single measurable attribute using direct comparison and comparative language,Multiple Attributes,Select the appropriate comparative term (longer/shorter",heavier/lighter,etc.) when given two objects to compare
Mathematics,MEAS001-01-B,"Compare and contrast two objects based on a single measurable attribute using direct comparison and comparative language,Real-world Application,Compare pairs of personal items (pencils",books,shoes) using appropriate comparative language for their measurable attributes
Mathematics,MEAS001-01-C,"Sort and classify objects into groups based on one measurable attribute (size, weight, or length)",Size Recognition,"Sort classroom objects into ""big"" and ""small"" groups using visual comparison"
Mathematics,MEAS001-01-C,"Sort and classify objects into groups based on one measurable attribute (size, weight, or length)",Weight Comparison,"Separate objects into ""heavy"" and ""light"" groups using hands-on exploration"
Mathematics,MEAS001-01-C,"Sort and classify objects into groups based on one measurable attribute (size, weight, or length)",Length Measurement,"Organize classroom items into groups of ""long"" and ""short"" using direct comparison"
Mathematics,MEAS001-01-C,"Sort and classify objects into groups based on one measurable attribute (size, weight, or length)",Size Sequencing,Arrange 3-5 similar objects in order from smallest to largest
Mathematics,MEAS001-01-C,"Sort and classify objects into groups based on one measurable attribute (size, weight, or length)",Weight Classification,Sort common fruits and vegetables into weight categories using a simple balance scale
Mathematics,MEAS001-01-C,"Sort and classify objects into groups based on one measurable attribute (size, weight, or length)",Length Sorting,"Create groups of objects that are ""taller than"" or ""shorter than"" a reference object"
Mathematics,MEAS001-01-C,"Sort and classify objects into groups based on one measurable attribute (size, weight, or length)",Attribute Communication,Explain verbally why objects belong in their sorted groups using measurement vocabulary
Mathematics,MEAS001-01-D,"Measure objects using non-standard units (cubes, paper clips) and compare results",Basic Measurement,Line up connecting cubes end-to-end to measure the length of classroom objects
Mathematics,MEAS001-01-D,"Measure objects using non-standard units (cubes, paper clips) and compare results,Comparison Skills",Compare the lengths of two objects using the same non-standard unit (e.g.,paper clips) and identify which is longer or shorter
Mathematics,MEAS001-01-D,"Measure objects using non-standard units (cubes, paper clips) and compare results,Unit Application,Select appropriate non-standard units to measure different objects (e.g.",cubes for desk length,paper clips for book width)
Mathematics,MEAS001-01-D,"Measure objects using non-standard units (cubes, paper clips) and compare results",Measurement Recording,Record and represent measurement results using pictures or numbers
Mathematics,MEAS001-01-D,"Measure objects using non-standard units (cubes, paper clips) and compare results",Comparative Analysis,Order three objects by length after measuring them with the same non-standard unit
Mathematics,MEAS001-01-D,"Measure objects using non-standard units (cubes, paper clips) and compare results",Problem Solving,Predict how many units (cubes or paper clips) will be needed to measure a given object
Mathematics,MEAS001-01-D,"Measure objects using non-standard units (cubes, paper clips) and compare results",Measurement Communication,Explain why measurements might differ when using different non-standard units for the same object
Mathematics,MEAS001-01-E,"Order 3-5 objects by a single measurable attribute (length, weight, or capacity),Length Comparison,Arrange 3 classroom objects (pencils",crayons,markers) from shortest to longest using direct comparison
Mathematics,MEAS001-01-E,"Order 3-5 objects by a single measurable attribute (length, weight, or capacity),Weight Comparison,Order 3 familiar objects (blocks",toys,books) from lightest to heaviest using a balance scale
Mathematics,MEAS001-01-E,"Order 3-5 objects by a single measurable attribute (length, weight, or capacity)",Capacity Measurement,Sequence 4 different containers from least full to most full using water or sand
Mathematics,MEAS001-01-E,"Order 3-5 objects by a single measurable attribute (length, weight, or capacity)",Length Sequencing,Order 5 strips of paper from shortest to longest and explain reasoning using comparative language
Mathematics,MEAS001-01-E,"Order 3-5 objects by a single measurable attribute (length, weight, or capacity)",Weight Ordering,Sort and order 4 produce items (fruits or vegetables) by weight using hands to compare
Mathematics,MEAS001-01-E,"Order 3-5 objects by a single measurable attribute (length, weight, or capacity)",Visual Comparison,Arrange 5 classroom chairs from tallest to shortest by visual comparison and verification
Mathematics,MEAS001-01-E,"Order 3-5 objects by a single measurable attribute (length, weight, or capacity)",Capacity Sequencing,Order 5 different sized cups from smallest capacity to largest capacity using rice or beans as a measuring tool
Mathematics,MEAS001-01-F,Compare and measure capacity using water or sand with various containers,Basic Comparison,Identify which of two containers holds more or less using direct observation
Mathematics,MEAS001-01-F,Compare and measure capacity using water or sand with various containers,Volume Concepts,Use a small cup to count how many scoops fill different containers
Mathematics,MEAS001-01-F,"Compare and measure capacity using water or sand with various containers,Measurement Language,Use terms like ""full,"" ""empty",""" ""more than",""" and ""less than"" to describe container capacity"
Mathematics,MEAS001-01-F,Compare and measure capacity using water or sand with various containers,Estimation Skills,Predict how many small cups of water will fill a larger container before measuring
Mathematics,MEAS001-01-F,Compare and measure capacity using water or sand with various containers,Comparative Analysis,Order three containers from least to greatest capacity using water or sand
Mathematics,MEAS001-01-F,Compare and measure capacity using water or sand with various containers,Problem Solving,Determine which container would be best to use for a specific amount of liquid or sand
Mathematics,MEAS001-01-F,Compare and measure capacity using water or sand with various containers,Real World Application,Compare the capacity of common classroom containers like water bottles and paint cups
Mathematics,MEAS001-01-G,"Classify objects using multiple measurable attributes simultaneously (height and width, weight and size),Basic Classification,Sort classroom objects into groups based on both height and width (e.g.",tall and wide,tall and narrow)
Mathematics,MEAS001-01-G,"Classify objects using multiple measurable attributes simultaneously (height and width, weight and size),Comparison Skills,Compare and group objects using both weight and size attributes (e.g.",heavy and large,light and small)
Mathematics,MEAS001-01-G,"Classify objects using multiple measurable attributes simultaneously (height and width, weight and size)",Attribute Recognition,Identify and explain two different measurable attributes of given objects using appropriate vocabulary
Mathematics,MEAS001-01-G,"Classify objects using multiple measurable attributes simultaneously (height and width, weight and size)",Advanced Sorting,Create and sort objects into a Venn diagram using two different measurable attributes
Mathematics,MEAS001-01-G,"Classify objects using multiple measurable attributes simultaneously (height and width, weight and size)",Real-world Application,Sort common household items using both size and weight characteristics
Mathematics,MEAS001-01-G,"Classify objects using multiple measurable attributes simultaneously (height and width, weight and size)",Communication Skills,Verbally describe why objects belong in specific groups based on multiple attributes
Mathematics,MEAS001-01-G,"Classify objects using multiple measurable attributes simultaneously (height and width, weight and size)",Problem Solving,Reorganize a group of objects using different combinations of measurable attributes
Mathematics,MEAS001-02-A,"Create and sort objects into basic categories based on one observable attribute (color, size, or shape),Basic Classification,Sort classroom objects into groups based on their colors (red",blue,yellow)
Mathematics,MEAS001-02-A,"Create and sort objects into basic categories based on one observable attribute (color, size, or shape),Size Comparison,Organize manipulatives into three distinct groups by size (small",medium,large)
Mathematics,MEAS001-02-A,"Create and sort objects into basic categories based on one observable attribute (color, size, or shape),Shape Recognition,Group geometric blocks into categories based on their shapes (circles",squares,triangles)
Mathematics,MEAS001-02-A,"Create and sort objects into basic categories based on one observable attribute (color, size, or shape)",Data Collection,Create a simple picture graph showing how many objects are in each sorted category
Mathematics,MEAS001-02-A,"Create and sort objects into basic categories based on one observable attribute (color, size, or shape)",Attribute Analysis,Verbally explain the sorting rule used to categorize objects into groups
Mathematics,MEAS001-02-A,"Create and sort objects into basic categories based on one observable attribute (color, size, or shape)",Pattern Recognition,Sort objects by a given attribute and identify which object doesn't belong in a group
Mathematics,MEAS001-02-A,"Create and sort objects into basic categories based on one observable attribute (color, size, or shape),Real-world Application,Sort common household items (toys",clothes,school supplies) based on one attribute
Mathematics,MEAS001-02-B,"Count and compare objects within categories (up to 5 objects), using terms ""more,"" ""fewer,"" and ""equal""",Basic Comparison,Sort and count groups of identical objects (up to 5) and identify which group has more
Mathematics,MEAS001-02-B,"Count and compare objects within categories (up to 5 objects), using terms ""more,"" ""fewer,"" and ""equal""",Quantity Comparison,"Compare two groups of different objects (up to 5) and correctly use the term ""fewer"" to describe the smaller group"
Mathematics,MEAS001-02-B,"Count and compare objects within categories (up to 5 objects), using terms ""more,"" ""fewer,"" and ""equal""",Equal Sets,"Identify when two groups have the same number of objects (up to 5) using the term ""equal"""
Mathematics,MEAS001-02-B,"Count and compare objects within categories (up to 5 objects), using terms ""more,"" ""fewer,"" and ""equal""",Real-world Application,Compare quantities of classroom items (up to 5) and express the relationship using appropriate comparative terms
Mathematics,MEAS001-02-B,"Count and compare objects within categories (up to 5 objects), using terms ""more,"" ""fewer,"" and ""equal"",Category Comparison,Sort objects into categories",count each category (up to 5),and compare quantities using all three comparative terms
Mathematics,MEAS001-02-B,"Count and compare objects within categories (up to 5 objects), using terms ""more,"" ""fewer,"" and ""equal""",Visual Recognition,Match picture cards showing different quantities (up to 5) and identify relationships using comparative terms
Mathematics,MEAS001-02-B,"Count and compare objects within categories (up to 5 objects), using terms ""more,"" ""fewer,"" and ""equal""",Problem Solving,Solve simple story problems involving comparing quantities up to 5 using appropriate comparative vocabulary
Mathematics,MEAS001-02-C,"Sort objects into given categories (up to 3 categories) and count up to 10 objects per category,Classification Skills,Sort classroom objects into 2 categories based on a single attribute (color",size,or shape)
Mathematics,MEAS001-02-C,Sort objects into given categories (up to 3 categories) and count up to 10 objects per category,Counting Skills,Count and record the number of objects in each of two categories using numbers up to 10
Mathematics,MEAS001-02-C,"Sort objects into given categories (up to 3 categories) and count up to 10 objects per category,Comparison Skills,Compare quantities between two sorted categories using terms like ""more than",""" ""less than",""" or ""equal to"""
Mathematics,MEAS001-02-C,Sort objects into given categories (up to 3 categories) and count up to 10 objects per category,Advanced Classification,Sort objects into 3 distinct categories based on given attributes and count objects in each category
