Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Science,SCI002-01-D,"Match animal body parts to their functions and survival purposes (wings/flying, fins/swimming, claws/hunting),Comparative Analysis,Sort animal pictures into groups based on their body parts and primary movement (flying",swimming,walking)
Science,SCI002-01-D,"Match animal body parts to their functions and survival purposes (wings/flying, fins/swimming, claws/hunting),Survival Skills",Explain how at least one animal body part helps the animal survive (e.g.,"""Fish fins help them move in water to find food"")"
Science,SCI002-01-D,"Match animal body parts to their functions and survival purposes (wings/flying, fins/swimming, claws/hunting)",Interactive Learning,Demonstrate understanding by matching animal body part cards to their correct function through a hands-on sorting activity
Science,SCI002-01-D,"Match animal body parts to their functions and survival purposes (wings/flying, fins/swimming, claws/hunting)",Creative Application,Draw and label an animal showing at least one body part and explain its purpose in simple terms
Science,SCI002-01-E,"Observe and document growth changes in plants and animals, including parent-offspring relationships",Plant Growth Observation,Draw and label the stages of a seed growing into a plant from germination to mature plant
Science,SCI002-01-E,"Observe and document growth changes in plants and animals, including parent-offspring relationships",Animal Life Cycle,Create a simple picture sequence showing baby animals and how they resemble their parents
Science,SCI002-01-E,"Observe and document growth changes in plants and animals, including parent-offspring relationships",Comparative Characteristics,Identify and describe physical similarities between young and adult animals of the same species
Science,SCI002-01-E,"Observe and document growth changes in plants and animals, including parent-offspring relationships",Growth Documentation,Use simple charts or drawings to track weekly changes in a classroom plant or animal observation
Science,SCI002-01-E,"Observe and document growth changes in plants and animals, including parent-offspring relationships",Nurturing Behaviors,Describe how parent animals care for and protect their offspring through simple observations
Science,SCI002-01-E,"Observe and document growth changes in plants and animals, including parent-offspring relationships",Size and Change,Compare and contrast the size differences between baby and adult animals or young and mature plants
Science,SCI002-01-F,"Explain how plants and animals adapt to their environments (seasonal changes, camouflage, migration)",Seasonal Animal Behavior,Identify at least three ways animals change their behavior during different seasons (such as hibernating in winter or growing thicker fur)
Science,SCI002-01-F,"Explain how plants and animals adapt to their environments (seasonal changes, camouflage, migration)",Plant Adaptation,Describe how plants change their appearance or growth patterns during different seasons (like losing leaves in winter or blooming in spring)
Science,SCI002-01-F,"Explain how plants and animals adapt to their environments (seasonal changes, camouflage, migration)",Camouflage Basics,Match at least two animals to their natural environment and explain how their color helps them hide from predators
Science,SCI002-01-F,"Explain how plants and animals adapt to their environments (seasonal changes, camouflage, migration)",Migration Understanding,Draw and explain a simple migration path for one familiar animal (like birds flying south for winter)
Science,SCI002-01-F,"Explain how plants and animals adapt to their environments (seasonal changes, camouflage, migration)",Survival Strategies,Create a simple illustration showing how an animal uses a specific adaptation to survive in its environment
Science,SCI002-01-F,"Explain how plants and animals adapt to their environments (seasonal changes, camouflage, migration)",Comparative Adaptation,Compare and contrast the survival strategies of two different animals living in different environments (desert vs. forest)
Science,SCI002-01-G,"Sort living things by their habitats and eating habits (herbivore, carnivore, omnivore),Classification Skills,Identify and name three basic types of animal eating habits: herbivore",carnivore,and omnivore
Science,SCI002-01-G,"Sort living things by their habitats and eating habits (herbivore, carnivore, omnivore),Habitat Recognition,Match at least 2-3 common animals to their primary habitat (forest, ocean",desert,grassland)
Science,SCI002-01-G,"Sort living things by their habitats and eating habits (herbivore, carnivore, omnivore),Food Chain Basics,Demonstrate understanding of what different animals eat by sorting picture cards into herbivore",carnivore,and omnivore groups
Science,SCI002-01-G,"Sort living things by their habitats and eating habits (herbivore, carnivore, omnivore)",Animal Characteristics,Explain simple differences between plant-eating and meat-eating animals using observable physical characteristics
Science,SCI002-01-G,"Sort living things by their habitats and eating habits (herbivore, carnivore, omnivore)",Comparative Learning,Create a simple diagram showing where different animals live and what they typically eat
Science,SCI002-01-G,"Sort living things by their habitats and eating habits (herbivore, carnivore, omnivore)",Interactive Sorting,Physically sort toy animal models into correct habitat and eating habit groups with 80% accuracy
Science,SCI002-01-H,"Create simple food chains showing relationships between producers, consumers, and decomposers,Basic Identification,Identify and name at least three basic living things in a simple ecosystem (e.g., sun",grass,rabbit)
Science,SCI002-01-H,"Create simple food chains showing relationships between producers, consumers, and decomposers",Producer Understanding,Recognize plants as producers that make their own food using sunlight through a hands-on drawing activity
Science,SCI002-01-H,"Create simple food chains showing relationships between producers, consumers, and decomposers,Consumer Classification,Distinguish between herbivore",carnivore,and omnivore consumers using picture sorting
Science,SCI002-01-H,"Create simple food chains showing relationships between producers, consumers, and decomposers",Decomposer Exploration,Identify and describe the role of decomposers like worms and mushrooms in breaking down dead organisms
Science,SCI002-01-H,"Create simple food chains showing relationships between producers, consumers, and decomposers",Food Chain Sequencing,Arrange picture cards to create a basic linear food chain showing energy transfer from sun to plant to animal
Science,SCI002-01-H,"Create simple food chains showing relationships between producers, consumers, and decomposers",Ecosystem Interaction,Explain using simple words how different organisms depend on each other in a basic food chain
Science,SCI002-01-H,"Create simple food chains showing relationships between producers, consumers, and decomposers",Real-World Connection,Draw a simple food chain from a familiar environment like a garden or local park
Science,SCI002-02-A,Differentiate between living and non-living things in various environments with 80% accuracy,Basic Identification,Correctly point to and verbally label living and non-living objects in a classroom setting
Science,SCI002-02-A,"Differentiate between living and non-living things in various environments with 80% accuracy,Characteristic Recognition,Describe at least three basic characteristics that distinguish living things (movement",growth,need for food/water)
Science,SCI002-02-A,"Differentiate between living and non-living things in various environments with 80% accuracy,Environmental Context,Sort pictures of objects into living and non-living categories in different environments (forest",ocean,playground)
Science,SCI002-02-A,"Differentiate between living and non-living things in various environments with 80% accuracy,Interactive Classification,Demonstrate understanding by matching living things with their basic needs (sunlight",water,air)
Science,SCI002-02-A,"Differentiate between living and non-living things in various environments with 80% accuracy,Complex Reasoning",Explain why a rock is not alive while a small plant is,using simple observable characteristics
Science,SCI002-02-A,Differentiate between living and non-living things in various environments with 80% accuracy,Comparative Analysis,Create a simple Venn diagram showing differences and similarities between living and non-living objects
Science,SCI002-02-A,Differentiate between living and non-living things in various environments with 80% accuracy,Sensory Exploration,Use multiple senses to identify and describe characteristics of living and non-living things in a nature walk activity
Science,SCI002-02-B,"Identify the three basic needs (food, water, shelter) of plants and animals through sorting activities,Basic Needs Recognition,Correctly point to or name food",water,and shelter when shown images of different plant and animal environments
Science,SCI002-02-B,"Identify the three basic needs (food, water, shelter) of plants and animals through sorting activities,Sorting Skills,Physically sort picture cards into three categories: food sources",water sources,and shelter types for different animals
Science,SCI002-02-B,"Identify the three basic needs (food, water, shelter) of plants and animals through sorting activities,Comparative Understanding,Explain simple differences in basic needs between land animals",water animals,and plants using age-appropriate language
Science,SCI002-02-B,"Identify the three basic needs (food, water, shelter) of plants and animals through sorting activities,Practical Application,Create a simple labeled drawing showing how an animal or plant gets its food",water,and shelter in its natural habitat
Science,SCI002-02-B,"Identify the three basic needs (food, water, shelter) of plants and animals through sorting activities,Environmental Awareness,Match common animals to their specific habitats that provide their three basic needs (e.g.",fish in water,birds in trees)
Science,SCI002-02-B,"Identify the three basic needs (food, water, shelter) of plants and animals through sorting activities,Interactive Learning,Participate in a classroom game where students act out how different animals find food",water,and shelter in nature
Science,SCI002-02-C,"Match five common animals to their appropriate habitats (desert, ocean, forest, etc.),Animal Identification,Correctly name at least three animals typically found in each of the four main habitats (desert, ocean",forest,grassland)
Science,SCI002-02-C,"Match five common animals to their appropriate habitats (desert, ocean, forest, etc.),Habitat Characteristics",Describe one basic survival characteristic of an animal in its native habitat (e.g.,camels storing water in desert)
Science,SCI002-02-C,"Match five common animals to their appropriate habitats (desert, ocean, forest, etc.)",Visual Matching,Use picture cards to match at least five different animals to their correct habitat environments
Science,SCI002-02-C,"Match five common animals to their appropriate habitats (desert, ocean, forest, etc.)",Adaptation Understanding,Explain a simple way an animal's body helps it survive in its specific habitat (like polar bear's white fur)
Science,SCI002-02-C,"Match five common animals to their appropriate habitats (desert, ocean, forest, etc.)",Interactive Learning,Participate in a classroom sorting activity where students physically place animal cutouts into correct habitat displays
Science,SCI002-02-C,"Match five common animals to their appropriate habitats (desert, ocean, forest, etc.),Comparative Analysis",Identify differences between two animals living in contrasting habitats (e.g.,fish vs. camel)
Science,SCI002-02-D,"Demonstrate how plants and animals use their body parts and senses to meet basic needs,Physical Adaptation,Identify and describe how animal body parts like beaks",paws,and wings help them find food and survive
Science,SCI002-02-D,"Demonstrate how plants and animals use their body parts and senses to meet basic needs,Sensory Exploration,Explain how different animal senses (sight, hearing, smell) help them detect food",danger,and communicate
Science,SCI002-02-D,"Demonstrate how plants and animals use their body parts and senses to meet basic needs,Plant Survival Mechanisms,Describe how plant roots, leaves, and stems help them gather water",sunlight,and nutrients
Science,SCI002-02-D,Demonstrate how plants and animals use their body parts and senses to meet basic needs,Comparative Analysis,Compare and contrast how different animals use their body parts to meet basic needs in various environments
Science,SCI002-02-D,Demonstrate how plants and animals use their body parts and senses to meet basic needs,Hands-on Observation,Use simple tools to observe and record how animal and plant body parts function in meeting survival needs
Science,SCI002-02-D,Demonstrate how plants and animals use their body parts and senses to meet basic needs,Adaptability Concept,Illustrate through drawing or verbal explanation how animals and plants adapt their body parts to different habitats
Science,SCI002-02-E,"Explain how seasonal and weather changes affect plant and animal behavior using examples,Seasonal Observations,Identify at least three visible changes in plants during different seasons (e.g.",leaves falling in autumn,flowers blooming in spring)
Science,SCI002-02-E,Explain how seasonal and weather changes affect plant and animal behavior using examples,Animal Adaptation,Describe how animals change their behavior during winter (such as hibernation or growing thicker fur)
Science,SCI002-02-E,Explain how seasonal and weather changes affect plant and animal behavior using examples,Weather Impact,Explain simple ways plants and animals respond to different weather conditions (like seeking shade on hot days or finding shelter during rain)
Science,SCI002-02-E,Explain how seasonal and weather changes affect plant and animal behavior using examples,Migration Concept,Recognize and name at least two animals that migrate during seasonal changes (such as birds flying south for winter)
Science,SCI002-02-E,Explain how seasonal and weather changes affect plant and animal behavior using examples,Growth Patterns,Draw or describe how a specific plant or animal looks different across two or more seasons
Science,SCI002-02-E,Explain how seasonal and weather changes affect plant and animal behavior using examples,Environmental Interaction,Create a simple picture showing how temperature or rainfall affects living things in their environment
Science,SCI002-02-E,Explain how seasonal and weather changes affect plant and animal behavior using examples,Survival Strategies,Explain one way plants or animals protect themselves during extreme weather conditions
Science,SCI002-02-F,Create simple food chains showing how animals depend on other plants and animals for food,Basic Identification,Identify basic roles of plants and animals as producers or consumers in a simple ecosystem
Science,SCI002-02-F,"Create simple food chains showing how animals depend on other plants and animals for food,Visual Representation",Draw a simple food chain with three connected organisms (e.g.,grass → rabbit → fox)
Science,SCI002-02-F,"Create simple food chains showing how animals depend on other plants and animals for food,Vocabulary Development,Use words like ""producer",""" ""consumer",""" and ""predator"" when describing how animals get food"
Science,SCI002-02-F,Create simple food chains showing how animals depend on other plants and animals for food,Classification Skills,Sort picture cards of animals and plants into groups based on their role in a food chain
Science,SCI002-02-F,Create simple food chains showing how animals depend on other plants and animals for food,Observation Skills,Describe how different animals in a local environment find and eat their food
Science,SCI002-02-F,Create simple food chains showing how animals depend on other plants and animals for food,Ecosystem Interaction,Explain how removing one organism from a simple food chain might affect the other organisms
Science,SCI002-02-F,"Create simple food chains showing how animals depend on other plants and animals for food,Comparative Understanding,Compare and contrast different food chains in various environments (forest",ocean,grassland)
Science,SCI002-02-G,Investigate ways plants and animals adapt to survive in their environments,Plant Adaptations,Identify basic plant adaptations like cactus spines or thick leaves that help them survive in dry environments
Science,SCI002-02-G,Investigate ways plants and animals adapt to survive in their environments,Animal Camouflage,Recognize how some animals change color or pattern to blend with their surroundings for protection
Science,SCI002-02-G,"Investigate ways plants and animals adapt to survive in their environments,Habitat Comparisons,Compare different animal and plant adaptations in various environments like forests",deserts,and oceans
Science,SCI002-02-G,Investigate ways plants and animals adapt to survive in their environments,Physical Characteristics,Explain how animal body parts like thick fur or long legs help them survive in specific environments
Science,SCI002-02-G,Investigate ways plants and animals adapt to survive in their environments,Seasonal Adaptations,Describe how some animals change behaviors or appearances during different seasons to survive
Science,SCI002-02-H,"Design a model habitat showing the relationship between living things and their environment,Basic Habitat Components,Identify basic needs of plants and animals in a simple ecosystem (water",food,shelter)
Science,SCI002-02-H,Design a model habitat showing the relationship between living things and their environment,Ecosystem Interaction,Demonstrate how living things depend on each other for survival using a simple diorama
Science,SCI002-02-H,"Design a model habitat showing the relationship between living things and their environment,Environmental Factors,Explain how different environments (forest",desert,ocean) support different types of living things
Science,SCI002-02-H,Design a model habitat showing the relationship between living things and their environment,Habitat Construction,Create a 3D model of a habitat using natural materials that shows where animals and plants live
Science,SCI002-02-H,Design a model habitat showing the relationship between living things and their environment,Food Chain Basics,Use simple illustrations to show how plants and animals get energy from each other in a habitat
Science,SCI002-03-A,"Identify and name major external body parts and their basic functions,Body Part Identification,Point to and verbally name at least 10 major body parts including head, shoulders, knees, toes, eyes, ears",nose,and mouth
Science,SCI002-03-A,"Identify and name major external body parts and their basic functions,Body Function Basics,Describe a simple function for at least 5 body parts (e.g.","""Eyes help me see""","""Hands help me grab things"")"
Science,SCI002-03-A,Identify and name major external body parts and their basic functions,Body Part Matching,Match body part names to their correct location on a simple human body outline or diagram
Science,SCI002-03-A,"Identify and name major external body parts and their basic functions,Interactive Learning,Play body part identification games like ""Simon Says"" or ""Head, Shoulders",Knees,"and Toes"" with 90% accuracy"
Science,SCI002-03-A,Identify and name major external body parts and their basic functions,Self-Exploration,Draw a detailed picture of themselves showing at least 8 correctly labeled body parts
Science,SCI002-03-A,"Identify and name major external body parts and their basic functions,Comparative Understanding",Compare and contrast body parts between self and classmates,noting similarities and differences
Science,SCI002-03-B,Explore and demonstrate the five senses through guided sensory activities,Sensory Identification,Correctly name and point to the body part associated with each of the five senses
Science,SCI002-03-B,"Explore and demonstrate the five senses through guided sensory activities,Sight Exploration,Describe and compare different colors",shapes,and sizes using visual observations
Science,SCI002-03-B,"Explore and demonstrate the five senses through guided sensory activities,Sound Discrimination",Identify and distinguish between different sounds in the environment (loud/soft,high/low pitch)
Science,SCI002-03-B,"Explore and demonstrate the five senses through guided sensory activities,Touch Exploration,Categorize objects based on texture (smooth, rough",soft,hard) through hands-on touching
Science,SCI002-03-B,"Explore and demonstrate the five senses through guided sensory activities,Taste Comparison,Recognize and describe basic taste categories (sweet, sour",salty,bitter) using safe food samples
Science,SCI002-03-B,Explore and demonstrate the five senses through guided sensory activities,Smell Investigation,Identify and match familiar scents without visual cues using smell alone
Science,SCI002-03-B,Explore and demonstrate the five senses through guided sensory activities,Sensory Integration,Create a simple sensory chart matching objects to the sense used to perceive them
Science,SCI002-03-C,"Practice fundamental body movements and identify corresponding joints (bending, stretching, rotating)",Body Awareness,Demonstrate basic joint movements by bending and stretching arms and legs on command
Science,SCI002-03-C,"Practice fundamental body movements and identify corresponding joints (bending, stretching, rotating),Joint Identification,Point to and name three main body joints (elbow",knee,shoulder) while performing corresponding movements
Science,SCI002-03-C,"Practice fundamental body movements and identify corresponding joints (bending, stretching, rotating),Movement Exploration,Perform simple dance or exercise movements that involve bending",stretching,and rotating different body parts
Science,SCI002-03-C,"Practice fundamental body movements and identify corresponding joints (bending, stretching, rotating)",Comparative Movement,Compare how different joints move by demonstrating rotation at the elbow versus rotation at the shoulder
Science,SCI002-03-C,"Practice fundamental body movements and identify corresponding joints (bending, stretching, rotating),Directional Awareness,Follow verbal instructions to move body joints in specific directions (up, down",sideways,circular)
Science,SCI002-03-C,"Practice fundamental body movements and identify corresponding joints (bending, stretching, rotating),Imitative Learning,Mimic animal movements that highlight different joint actions (e.g.",bird wing flapping,cat stretching)
Science,SCI002-03-D,"Demonstrate basic health and hygiene practices (handwashing, dental care, daily routines)",Personal Hygiene,Correctly demonstrate handwashing technique using soap and water for at least 20 seconds
Science,SCI002-03-D,"Demonstrate basic health and hygiene practices (handwashing, dental care, daily routines),Dental Care,Identify and explain the proper steps for brushing teeth (using toothbrush",toothpaste,brushing all surfaces)
Science,SCI002-03-D,"Demonstrate basic health and hygiene practices (handwashing, dental care, daily routines),Health Awareness,Recognize and describe situations when handwashing is most important (before eating",after using bathroom,after touching animals)
Science,SCI002-03-D,"Demonstrate basic health and hygiene practices (handwashing, dental care, daily routines)",Daily Routines,Create a simple visual chart showing personal hygiene steps to complete each morning and evening
Science,SCI002-03-D,"Demonstrate basic health and hygiene practices (handwashing, dental care, daily routines)",Germ Prevention,Explain in simple terms how germs spread and why cleaning hands helps prevent illness
Science,SCI002-03-D,"Demonstrate basic health and hygiene practices (handwashing, dental care, daily routines)",Self-Care Skills,Independently perform basic personal hygiene tasks with minimal adult assistance
Science,SCI002-03-D,"Demonstrate basic health and hygiene practices (handwashing, dental care, daily routines)",Healthy Habits,Identify at least three different ways to stay clean and healthy in daily life
Science,SCI002-03-D,"Demonstrate basic health and hygiene practices (handwashing, dental care, daily routines)",Oral Hygiene,Show ability to rinse and store toothbrush correctly after brushing teeth
Science,SCI002-03-E,"Identify internal body basics (heart, lungs, stomach) and their primary functions,Body Location,Point to and name the location of the heart",lungs,and stomach on a basic human body diagram
Science,SCI002-03-E,"Identify internal body basics (heart, lungs, stomach) and their primary functions,Basic Function Understanding,Explain in simple terms that the heart pumps blood",lungs help us breathe,and stomach helps digest food
Science,SCI002-03-E,"Identify internal body basics (heart, lungs, stomach) and their primary functions,Physical Interaction,Demonstrate understanding by mimicking heart beating",lungs expanding,and stomach churning through age-appropriate movements
Science,SCI002-03-E,"Identify internal body basics (heart, lungs, stomach) and their primary functions",Sensory Connection,Describe how we can feel our heart beating faster after running and lungs breathing harder during exercise
Science,SCI002-03-E,"Identify internal body basics (heart, lungs, stomach) and their primary functions",Comparative Learning,Draw simple pictures showing how each organ looks and functions differently in the human body
Science,SCI002-03-E,"Identify internal body basics (heart, lungs, stomach) and their primary functions",Health Awareness,Explain basic ways to keep these body parts healthy through simple actions like eating nutritious food and exercising
Science,SCI002-03-F,"Connect physical activities to body responses (increased heart rate, breathing, sweating)",Basic Body Awareness,Identify and point to heart and lungs when asked after simple physical movement
Science,SCI002-03-F,"Connect physical activities to body responses (increased heart rate, breathing, sweating),Sensory Observation",Describe how body feels different after running or jumping (e.g.,"""My heart is beating faster"")"
Science,SCI002-03-F,"Connect physical activities to body responses (increased heart rate, breathing, sweating)",Movement Exploration,Compare body feelings during rest versus active play using simple descriptive words
Science,SCI002-03-F,"Connect physical activities to body responses (increased heart rate, breathing, sweating)",Physiological Understanding,Use hand gestures to demonstrate increased breathing rate after physical activity
Science,SCI002-03-F,"Connect physical activities to body responses (increased heart rate, breathing, sweating)",Health Awareness,Explain why breathing becomes faster when playing active games
Science,SCI002-03-F,"Connect physical activities to body responses (increased heart rate, breathing, sweating),Body Response Tracking,Create a simple body response chart showing changes during different activities like walking",running,and jumping
Science,SCI002-03-F,"Connect physical activities to body responses (increased heart rate, breathing, sweating)",Comparative Learning,Demonstrate and discuss how different physical activities cause different body responses
Science,SCI002-03-G,"Apply basic body care and safety practices (healthy food choices, exercise, protective equipment)",Nutrition Awareness,Identify at least 3 healthy foods from each food group on a simple plate diagram
Science,SCI002-03-G,"Apply basic body care and safety practices (healthy food choices, exercise, protective equipment)",Physical Activity,Demonstrate 3-4 simple exercises that help keep the body strong and healthy
Science,SCI002-03-G,"Apply basic body care and safety practices (healthy food choices, exercise, protective equipment),Safety Equipment,Correctly name and show proper use of 2-3 basic safety items like helmets",knee pads,and seat belts
Science,SCI002-03-G,"Apply basic body care and safety practices (healthy food choices, exercise, protective equipment),Hygiene Practices,Explain and demonstrate 3 key personal hygiene steps like handwashing",covering mouth when coughing,and brushing teeth
Science,SCI002-03-G,"Apply basic body care and safety practices (healthy food choices, exercise, protective equipment)",Healthy Choices,"Sort picture cards into ""healthy"" and ""unhealthy"" food categories with 80% accuracy"
Science,SCI002-03-G,"Apply basic body care and safety practices (healthy food choices, exercise, protective equipment)",Movement Skills,Participate in daily physical activities that involve gross motor movements for at least 30 minutes
Science,SCI002-03-G,"Apply basic body care and safety practices (healthy food choices, exercise, protective equipment),Health Awareness,Recognize and describe basic signals that the body needs rest",water,or food
Science,SCI002-03-H,"Recognize and respond to basic body needs (hunger, thirst, rest, movement)",Physical Awareness,Verbally identify and point to body signals indicating hunger such as stomach growling or feeling empty
Science,SCI002-03-H,"Recognize and respond to basic body needs (hunger, thirst, rest, movement)",Self-Care Skills,Independently request water or a snack when feeling thirsty or hungry
Science,SCI002-03-H,"Recognize and respond to basic body needs (hunger, thirst, rest, movement)",Rest Recognition,Communicate feelings of tiredness by expressing the need to sit down or take a break
Science,SCI002-03-H,"Recognize and respond to basic body needs (hunger, thirst, rest, movement)",Movement Awareness,Demonstrate understanding of body movement needs by engaging in stretching or physical play when feeling restless
Science,SCI002-03-H,"Recognize and respond to basic body needs (hunger, thirst, rest, movement),Health Literacy,Explain simple connections between eating, drinking",resting,and feeling energetic using age-appropriate language
Science,SCI002-03-H,"Recognize and respond to basic body needs (hunger, thirst, rest, movement),Sensory Learning,Match physical sensations like hunger",thirst,and tiredness with appropriate actions or responses
Science,SCI002-03-H,"Recognize and respond to basic body needs (hunger, thirst, rest, movement)",Body Signals,Use facial expressions or words to communicate different basic body needs to adults or caregivers
Science,SCI003-01-A,"Use sensory observations and basic vocabulary to describe current weather conditions (sight, sound, feel),Sensory Observation",Identify and verbally describe at least 3 different weather characteristics using sensory words (e.g.,"""the wind feels cold"" or ""the sky looks gray"")"
Science,SCI003-01-A,"Use sensory observations and basic vocabulary to describe current weather conditions (sight, sound, feel),Weather Sound Recognition,Distinguish and name at least 2 weather-related sounds such as rain pattering",wind blowing,or thunder rumbling
Science,SCI003-01-A,"Use sensory observations and basic vocabulary to describe current weather conditions (sight, sound, feel),Visual Weather Indicators,Point out and describe visible weather signs like clouds, sunshine",raindrops,or wind movement using age-appropriate descriptive words
Science,SCI003-01-A,"Use sensory observations and basic vocabulary to describe current weather conditions (sight, sound, feel),Temperature Sensation,Explain how weather feels on skin by using descriptive temperature words like ""warm,"" ""cold",""" ""chilly",""" or ""sunny"""
Science,SCI003-01-A,"Use sensory observations and basic vocabulary to describe current weather conditions (sight, sound, feel)",Weather Comparison,Compare two different weather conditions using sensory observations and basic descriptive language
Science,SCI003-01-A,"Use sensory observations and basic vocabulary to describe current weather conditions (sight, sound, feel)",Weather Journal,Draw and verbally describe daily weather observations using simple sensory-based vocabulary
Science,SCI003-01-A,"Use sensory observations and basic vocabulary to describe current weather conditions (sight, sound, feel)",Seasonal Sensory Awareness,Identify and describe how weather sensations change across different seasons using basic observation skills
Science,SCI003-01-B,"Match and use common weather symbols to record daily weather conditions on a simple chart,Symbol Recognition,Identify and name at least 5 basic weather symbols (sun, cloud, rain",snow,wind) with 80% accuracy
Science,SCI003-01-B,Match and use common weather symbols to record daily weather conditions on a simple chart,Weather Observation,Observe and correctly match the current day's weather to the appropriate symbol on a classroom weather chart
Science,SCI003-01-B,Match and use common weather symbols to record daily weather conditions on a simple chart,Chart Skills,Independently place a weather symbol in the correct column or box on a simple daily weather tracking chart
Science,SCI003-01-B,Match and use common weather symbols to record daily weather conditions on a simple chart,Pattern Recognition,Recognize and describe basic weather patterns by comparing multiple days of weather symbol recordings
Science,SCI003-01-B,Match and use common weather symbols to record daily weather conditions on a simple chart,Communication Skills,Verbally explain the weather symbol selected for the day using simple descriptive language
Science,SCI003-01-B,Match and use common weather symbols to record daily weather conditions on a simple chart,Fine Motor Skills,Accurately draw or trace basic weather symbols when recording daily weather conditions
Science,SCI003-01-B,Match and use common weather symbols to record daily weather conditions on a simple chart,Comparative Skills,Compare and contrast different weather symbols and their corresponding weather conditions
Science,SCI003-01-C,"Identify appropriate clothing and activities for different weather conditions,Weather Clothing,Match specific clothing items to corresponding weather types (e.g.",coat for cold,shorts for hot)
Science,SCI003-01-C,Identify appropriate clothing and activities for different weather conditions,Weather Safety,Describe why certain clothing protects the body in different weather conditions
Science,SCI003-01-C,Identify appropriate clothing and activities for different weather conditions,Seasonal Activities,Explain safe outdoor activities appropriate for different weather scenarios
Science,SCI003-01-C,Identify appropriate clothing and activities for different weather conditions,Temperature Understanding,Sort picture cards of clothing and activities based on temperature ranges
Science,SCI003-01-C,Identify appropriate clothing and activities for different weather conditions,Weather Preparedness,Create a simple personal weather preparation checklist for different weather types
Science,SCI003-01-C,Identify appropriate clothing and activities for different weather conditions,Sensory Learning,Demonstrate understanding by role-playing dressing for specific weather conditions
Science,SCI003-01-C,Identify appropriate clothing and activities for different weather conditions,Weather Decision-Making,Predict appropriate clothing and activities when shown weather images or descriptions
Science,SCI003-01-D,"Recognize and describe characteristics of the four seasons using evidence from weather patterns,Seasonal Observation,Identify and name the four seasons (spring, summer",fall,winter) when shown corresponding weather images
Science,SCI003-01-D,"Recognize and describe characteristics of the four seasons using evidence from weather patterns,Weather Characteristics,Describe basic weather conditions typical of each season (e.g.",snow in winter,sunshine in summer)
Science,SCI003-01-D,Recognize and describe characteristics of the four seasons using evidence from weather patterns,Clothing and Adaptation,Match appropriate clothing to different seasonal weather conditions
Science,SCI003-01-D,"Recognize and describe characteristics of the four seasons using evidence from weather patterns,Nature Changes,Recognize and explain simple changes in nature during different seasons (leaves changing color",flowers blooming,trees losing leaves)
Science,SCI003-01-D,"Recognize and describe characteristics of the four seasons using evidence from weather patterns,Temperature Awareness,Compare temperature differences between seasons using simple descriptive words (cold",warm,hot)
Science,SCI003-01-D,"Recognize and describe characteristics of the four seasons using evidence from weather patterns,Seasonal Activities",Identify typical outdoor activities associated with each season (sledding in winter,swimming in summer)
Science,SCI003-01-D,Recognize and describe characteristics of the four seasons using evidence from weather patterns,Weather Patterns,Create a simple seasonal weather chart showing basic weather conditions throughout the year
Science,SCI003-01-E,"Measure and record basic weather conditions using simple tools (thermometer, rain gauge, wind sock)",Temperature Measurement,Identify and point to the numbers on a simple thermometer and understand that higher numbers mean warmer temperatures
Science,SCI003-01-E,"Measure and record basic weather conditions using simple tools (thermometer, rain gauge, wind sock)",Rain Gauge Observation,Use a clear rain gauge to collect and measure rainfall by marking the water level and comparing different amounts of precipitation
Science,SCI003-01-E,"Measure and record basic weather conditions using simple tools (thermometer, rain gauge, wind sock)",Wind Direction,"Observe and describe wind direction using a wind sock by pointing out which way the sock is blowing and using basic directional words like ""left"" or ""right"""
Science,SCI003-01-E,"Measure and record basic weather conditions using simple tools (thermometer, rain gauge, wind sock),Weather Tracking,Create a simple daily weather chart using drawings and basic symbols to record temperature",rainfall,and wind direction
Science,SCI003-01-E,"Measure and record basic weather conditions using simple tools (thermometer, rain gauge, wind sock),Tool Handling,Safely handle and explore weather measurement tools with adult supervision, understanding basic care and proper use of thermometers",rain gauges,and wind socks
Science,SCI003-01-E,"Measure and record basic weather conditions using simple tools (thermometer, rain gauge, wind sock),Weather Comparison,Compare weather measurements across different days and discuss simple observations about changes in temperature",rainfall,or wind
Science,SCI003-01-F,Identify major cloud types and their relationship to weather conditions,Cloud Recognition,Distinguish between white fluffy clouds (cumulus) and thin wispy clouds (cirrus) using picture cards
Science,SCI003-01-F,Identify major cloud types and their relationship to weather conditions,Weather Prediction,Explain that dark gray clouds (nimbus) often mean rain is coming
Science,SCI003-01-F,Identify major cloud types and their relationship to weather conditions,Cloud Observation,Draw and label three different cloud types observed during outdoor learning time
Science,SCI003-01-F,"Identify major cloud types and their relationship to weather conditions,Weather Connection",Match specific cloud types to the type of weather they typically indicate (e.g.,puffy white clouds mean sunny day)
Science,SCI003-01-F,Identify major cloud types and their relationship to weather conditions,Sensory Learning,Use hand motions to demonstrate the shape and movement of different cloud types
Science,SCI003-01-F,"Identify major cloud types and their relationship to weather conditions,Scientific Vocabulary,Use basic cloud type names (cumulus",cirrus,nimbus) when describing sky conditions
Science,SCI003-01-G,Compare weather patterns between different locations and times using simple graphs and charts,Temperature Comparison,Identify and circle the warmer or cooler temperature on a simple bar graph with color-coded bars
Science,SCI003-01-G,Compare weather patterns between different locations and times using simple graphs and charts,Data Collection,Create a basic pictograph showing daily weather conditions using sticker symbols
