Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Language Arts,LA003-01-E,Demonstrate understanding of oral presentations by recalling 3 key details,Story Comprehension,Repeat three main characters or objects mentioned in a short story read aloud
Language Arts,LA003-01-E,Demonstrate understanding of oral presentations by recalling 3 key details,Sequence Understanding,Describe three sequential events from a simple classroom instruction or narrative
Language Arts,LA003-01-E,"Demonstrate understanding of oral presentations by recalling 3 key details,Descriptive Listening,Identify and restate three descriptive details about a person",animal,or object from an oral presentation
Language Arts,LA003-01-E,Demonstrate understanding of oral presentations by recalling 3 key details,Instructional Comprehension,Recall three specific steps from a demonstrated classroom procedure or simple recipe
Language Arts,LA003-01-E,Demonstrate understanding of oral presentations by recalling 3 key details,Informative Listening,Repeat three key facts about a familiar topic after listening to a short informational presentation
Language Arts,LA003-01-E,Demonstrate understanding of oral presentations by recalling 3 key details,Comparative Listening,Identify and describe three differences between two objects or ideas presented verbally
Language Arts,LA003-01-F,Express agreement or disagreement with peers using complete sentences and reasons,Verbal Communication,"Verbalize simple agreement or disagreement using ""I agree"" or ""I disagree"" followed by a basic reason"
Language Arts,LA003-01-F,"Express agreement or disagreement with peers using complete sentences and reasons,Conversational Skills","Use polite phrases like ""I see your point","but..."" when expressing a different opinion"
Language Arts,LA003-01-F,Express agreement or disagreement with peers using complete sentences and reasons,Reasoning Development,Provide a specific example or personal experience to support agreement or disagreement
Language Arts,LA003-01-F,Express agreement or disagreement with peers using complete sentences and reasons,Listening Comprehension,Demonstrate active listening before responding with a thoughtful agreement or disagreement
Language Arts,LA003-01-F,Express agreement or disagreement with peers using complete sentences and reasons,Emotional Intelligence,Use respectful tone and body language when expressing a different perspective from a classmate
Language Arts,LA003-01-F,Express agreement or disagreement with peers using complete sentences and reasons,Critical Thinking,Compare and contrast different viewpoints during group discussions using complete sentences
Language Arts,LA003-01-G,Maintain topic focus during partner discussions about shared texts or topics,Conversation Skills,Respond directly to a partner's comment about a shared story using at least one related detail
Language Arts,LA003-01-G,Maintain topic focus during partner discussions about shared texts or topics,Active Listening,Take turns speaking and listening without interrupting during a 2-3 minute partner discussion about a picture book
Language Arts,LA003-01-G,Maintain topic focus during partner discussions about shared texts or topics,Verbal Relevance,"Use words like ""because"" or ""and"" to connect personal thoughts to the current discussion topic"
Language Arts,LA003-01-G,Maintain topic focus during partner discussions about shared texts or topics,Topic Coherence,Ask a follow-up question related to what a partner just shared about a shared text
Language Arts,LA003-01-G,Maintain topic focus during partner discussions about shared texts or topics,Communication Strategies,Redirect conversation back to the original topic if discussion begins to drift away from the shared text or concept
Language Arts,LA003-01-G,Maintain topic focus during partner discussions about shared texts or topics,Comprehension Demonstration,Summarize the main idea of a shared text using 2-3 key words or phrases during partner discussion
Language Arts,LA003-01-H,Respond to peers with relevant information and connect to others' ideas,Active Listening,Demonstrate understanding by repeating a peer's main idea before adding a related comment
Language Arts,LA003-01-H,Respond to peers with relevant information and connect to others' ideas,Conversational Skills,"Use phrases like ""I agree"" or ""That reminds me of"" when responding to a classmate's statement"
Language Arts,LA003-01-H,Respond to peers with relevant information and connect to others' ideas,Contextual Communication,Share a personal experience that directly relates to a peer's story during group discussion time
Language Arts,LA003-01-H,Respond to peers with relevant information and connect to others' ideas,Collaborative Thinking,Ask a follow-up question about a peer's idea to show engagement and seek more information
Language Arts,LA003-01-H,Respond to peers with relevant information and connect to others' ideas,Emotional Intelligence,"Acknowledge a peer's feelings by saying something like ""I understand how you feel"" during sharing time"
Language Arts,LA003-01-H,Respond to peers with relevant information and connect to others' ideas,Comparative Thinking,Identify similarities between one's own experience and a peer's shared story or observation
Language Arts,LA003-01-H,"Respond to peers with relevant information and connect to others' ideas,Communication Sequence",Take turns speaking and listening,maintaining eye contact and offering a relevant response within the same conversation
Language Arts,LA003-01-I,Summarize peers' ideas before adding new information to discussions,Active Listening,"Repeat a classmate's main idea using simple phrases like ""So you're saying..."""
Language Arts,LA003-01-I,Summarize peers' ideas before adding new information to discussions,Communication Skills,Use hand gestures to show understanding before restating a peer's key point
Language Arts,LA003-01-I,Summarize peers' ideas before adding new information to discussions,Turn-Taking,Wait until a peer finishes speaking before attempting to summarize their main thought
Language Arts,LA003-01-I,Summarize peers' ideas before adding new information to discussions,Comprehension Check,Ask a clarifying question to confirm understanding before summarizing a peer's idea
Language Arts,LA003-01-I,Summarize peers' ideas before adding new information to discussions,Group Discussion,Demonstrate the ability to summarize a classmate's idea in a small group setting before contributing a new perspective
Language Arts,LA003-01-I,Summarize peers' ideas before adding new information to discussions,Verbal Reflection,"Use the phrase ""I heard you say..."" to accurately restate a peer's main point before sharing a related thought"
Language Arts,LA003-01-J,"Form specific questions when additional information is needed for understanding,Question Formation,Identify and use basic question words (who, what",where,when) when seeking clarification
Language Arts,LA003-01-J,Form specific questions when additional information is needed for understanding,Listening Comprehension,Ask follow-up questions after a story is read to demonstrate understanding of key details
Language Arts,LA003-01-J,Form specific questions when additional information is needed for understanding,Communication Skills,Practice asking specific questions to get more information about a classmate's show-and-tell presentation
Language Arts,LA003-01-J,Form specific questions when additional information is needed for understanding,Conversational Strategies,"Demonstrate the ability to ask ""why"" and ""how"" questions to gain deeper understanding of a topic"
Language Arts,LA003-01-J,Form specific questions when additional information is needed for understanding,Active Listening,Recognize when information is unclear and request additional explanation using appropriate questioning techniques
Language Arts,LA003-01-J,Form specific questions when additional information is needed for understanding,Contextual Understanding,Generate relevant questions about a picture or illustration to clarify missing information
Language Arts,LA003-02-A,"Demonstrate active listening behaviors during peer presentations (facing speaker, remaining still, maintaining attention)",Body Positioning,Sit with body facing the speaker and maintain an upright posture for at least 3-5 minutes during a peer presentation
Language Arts,LA003-02-A,"Demonstrate active listening behaviors during peer presentations (facing speaker, remaining still, maintaining attention)",Attention Skills,Make eye contact with the speaker for 2-3 seconds at a time without looking away during a classroom show-and-tell activity
Language Arts,LA003-02-A,"Demonstrate active listening behaviors during peer presentations (facing speaker, remaining still, maintaining attention)",Non-Verbal Communication,Keep hands and feet still and refrain from fidgeting while a classmate is speaking for the duration of a short (2-3 minute) presentation
Language Arts,LA003-02-A,"Demonstrate active listening behaviors during peer presentations (facing speaker, remaining still, maintaining attention)",Active Listening Cues,Nod or use simple facial expressions to show understanding and engagement when a peer is sharing information
Language Arts,LA003-02-A,"Demonstrate active listening behaviors during peer presentations (facing speaker, remaining still, maintaining attention)",Listening Comprehension,Repeat a simple 2-3 point detail from a peer's presentation immediately after the presentation ends
Language Arts,LA003-02-A,"Demonstrate active listening behaviors during peer presentations (facing speaker, remaining still, maintaining attention)",Social Skills,Recognize and self-correct when losing focus during a peer presentation by returning attention to the speaker without disrupting the class
Language Arts,LA003-02-A,"Demonstrate active listening behaviors during peer presentations (facing speaker, remaining still, maintaining attention),Listening Etiquette",Refrain from interrupting or talking while a classmate is presenting,waiting for an appropriate time to ask questions or comment
Language Arts,LA003-02-B,Speak audibly and clearly when sharing information with the class,Voice Projection,Demonstrate the ability to speak loud enough for the entire classroom to hear during show-and-tell presentations
Language Arts,LA003-02-B,Speak audibly and clearly when sharing information with the class,Articulation,Pronounce words clearly and distinctly when describing a personal experience or favorite object
Language Arts,LA003-02-B,Speak audibly and clearly when sharing information with the class,Communication Confidence,Maintain eye contact and face the audience while sharing information about a familiar topic
Language Arts,LA003-02-B,Speak audibly and clearly when sharing information with the class,Storytelling Skills,Use a clear and steady voice when retelling a simple story or personal narrative to classmates
Language Arts,LA003-02-B,Speak audibly and clearly when sharing information with the class,Self-Monitoring,Recognize and adjust volume when classmates indicate they cannot hear or understand the speaker
Language Arts,LA003-02-B,Speak audibly and clearly when sharing information with the class,Public Speaking Basics,Stand in a confident posture while speaking clearly and loud enough for the entire class to hear
Language Arts,LA003-02-B,Speak audibly and clearly when sharing information with the class,Vocabulary Clarity,Use precise words and speak slowly enough for listeners to comprehend the main points of a short presentation
Language Arts,LA003-02-C,"Describe familiar people, places, things, and events using complete sentences",Oral Description,Verbally describe a family member using at least 3 descriptive words in a complete sentence
Language Arts,LA003-02-C,"Describe familiar people, places, things, and events using complete sentences",Object Description,Explain the characteristics of a favorite toy using 2-3 complete sentences with clear details
Language Arts,LA003-02-C,"Describe familiar people, places, things, and events using complete sentences",Event Narration,Recount a recent personal experience using 4-5 complete sentences in logical sequence
Language Arts,LA003-02-C,"Describe familiar people, places, things, and events using complete sentences",Place Description,Describe a familiar location (like home or school) using grammatically correct complete sentences with spatial words
Language Arts,LA003-02-C,"Describe familiar people, places, things, and events using complete sentences,Sensory Description,Use complete sentences to describe an object's color, size",texture,and purpose
Language Arts,LA003-02-C,"Describe familiar people, places, things, and events using complete sentences",Comparative Description,Compare two familiar objects using complete sentences highlighting their similarities and differences
Language Arts,LA003-02-C,"Describe familiar people, places, things, and events using complete sentences,Narrative Sequence,Tell a simple story about a daily activity using 3-4 complete sentences with clear beginning",middle,and end
Language Arts,LA003-02-D,"Use appropriate nonverbal communication (eye contact, gestures, facial expressions) while speaking",Basic Eye Contact,Maintain eye contact with listener for 3-5 seconds while sharing a simple personal story
Language Arts,LA003-02-D,"Use appropriate nonverbal communication (eye contact, gestures, facial expressions) while speaking",Gesture Fundamentals,Use at least two hand gestures to emphasize key points when describing a familiar object or experience
Language Arts,LA003-02-D,"Use appropriate nonverbal communication (eye contact, gestures, facial expressions) while speaking,Emotional Expression,Match facial expressions to the emotion being described (happy, sad",excited,surprised) during show-and-tell
Language Arts,LA003-02-D,"Use appropriate nonverbal communication (eye contact, gestures, facial expressions) while speaking",Audience Engagement,Scan the faces of 2-3 listeners while speaking to ensure they are paying attention
Language Arts,LA003-02-D,"Use appropriate nonverbal communication (eye contact, gestures, facial expressions) while speaking",Posture and Confidence,Stand with an upright posture and open body language while sharing information with classmates
Language Arts,LA003-02-D,"Use appropriate nonverbal communication (eye contact, gestures, facial expressions) while speaking",Interactive Communication,Use appropriate nodding and head movements to show understanding during peer conversations
Language Arts,LA003-02-D,"Use appropriate nonverbal communication (eye contact, gestures, facial expressions) while speaking,Expressive Communication,Use simple hand motions to demonstrate size",direction,or action when describing an event or story
Language Arts,LA003-02-E,"Sequence 3-4 events using transition words (first, next, last) when sharing personal stories,Oral Sequencing,Verbally describe a simple personal experience using three transition words: first",next,and last
Language Arts,LA003-02-E,"Sequence 3-4 events using transition words (first, next, last) when sharing personal stories",Storytelling Skills,Organize a short personal narrative with at least three sequential events in correct chronological order
Language Arts,LA003-02-E,"Sequence 3-4 events using transition words (first, next, last) when sharing personal stories,Vocabulary Development,Correctly use the transition words ""first",""" ""next",""" and ""last"" when describing a familiar daily routine or activity"
Language Arts,LA003-02-E,"Sequence 3-4 events using transition words (first, next, last) when sharing personal stories",Comprehension,Listen to a peer's story and identify the correct sequence of events using provided transition words
Language Arts,LA003-02-E,"Sequence 3-4 events using transition words (first, next, last) when sharing personal stories,Communication Skills,Create a simple three-step story about a personal experience with clear beginning",middle,and end using appropriate transition words
Language Arts,LA003-02-E,"Sequence 3-4 events using transition words (first, next, last) when sharing personal stories",Expressive Language,Demonstrate understanding of temporal sequence by explaining the order of events in a recent family activity or personal experience
Language Arts,LA003-02-F,"Enhance presentations with visual elements (drawings, props, or displays) to provide additional detail",Visual Communication,Draw a simple picture to illustrate a story or personal experience during show-and-tell
Language Arts,LA003-02-F,"Enhance presentations with visual elements (drawings, props, or displays) to provide additional detail",Descriptive Skills,Use hand-made props or drawings to explain the main parts of a familiar object or animal
Language Arts,LA003-02-F,"Enhance presentations with visual elements (drawings, props, or displays) to provide additional detail",Storytelling,Create a basic visual sequence of 3-4 pictures to support oral narration of a simple personal story
Language Arts,LA003-02-F,"Enhance presentations with visual elements (drawings, props, or displays) to provide additional detail",Communication Techniques,Use pointing and simple visual aids to clarify key details when speaking to classmates
Language Arts,LA003-02-F,"Enhance presentations with visual elements (drawings, props, or displays) to provide additional detail",Presentation Skills,Select and use at least one visual element (drawing or prop) to support explaining a favorite activity or memory
Language Arts,LA003-02-F,"Enhance presentations with visual elements (drawings, props, or displays) to provide additional detail",Descriptive Vocabulary,Match verbal descriptions with corresponding hand-drawn or pre-made visual representations
Language Arts,LA003-02-F,"Enhance presentations with visual elements (drawings, props, or displays) to provide additional detail",Comprehension Support,Use simple visual aids to help peers understand the main points of a short personal presentation
Language Arts,LA003-02-G,Engage in presentation dialogue by asking and answering relevant questions,Listening Comprehension,Demonstrate ability to listen to a peer's simple show-and-tell presentation and ask one on-topic question
Language Arts,LA003-02-G,"Engage in presentation dialogue by asking and answering relevant questions,Question Formation,Formulate basic who",what,and where questions that directly relate to a classmate's spoken presentation
Language Arts,LA003-02-G,Engage in presentation dialogue by asking and answering relevant questions,Communication Skills,Respond to a peer's presentation question using a complete sentence that addresses the specific inquiry
Language Arts,LA003-02-G,Engage in presentation dialogue by asking and answering relevant questions,Social Interaction,Take turns asking and answering questions during a small group sharing activity without interrupting
Language Arts,LA003-02-G,Engage in presentation dialogue by asking and answering relevant questions,Context Understanding,Identify and ask follow-up questions that seek additional details about a topic being presented
Language Arts,LA003-02-G,Engage in presentation dialogue by asking and answering relevant questions,Verbal Clarification,"Use phrases like ""Can you tell me more about..."" or ""What do you mean by..."" to seek deeper understanding"
Language Arts,LA003-02-G,Engage in presentation dialogue by asking and answering relevant questions,Conversation Etiquette,Demonstrate respectful listening posture and make eye contact while asking or answering presentation-related questions
Language Arts,LA003-02-H,Deliver a focused 2-minute presentation comparing two objects or experiences,Verbal Communication,Speak clearly and audibly while describing two different objects using at least 3 descriptive words
Language Arts,LA003-02-H,"Deliver a focused 2-minute presentation comparing two objects or experiences,Comparative Language,Use basic comparative words like ""bigger,"" ""smaller",""" ""same",""" and ""different"" when describing objects"
Language Arts,LA003-02-H,"Deliver a focused 2-minute presentation comparing two objects or experiences,Presentation Structure,Organize presentation with a clear beginning (introduction)",middle (comparison),and end (conclusion)
Language Arts,LA003-02-H,Deliver a focused 2-minute presentation comparing two objects or experiences,Visual Support,Create a simple visual aid (drawing or object) to support oral presentation of object comparisons
Language Arts,LA003-02-H,Deliver a focused 2-minute presentation comparing two objects or experiences,Topic Selection,Choose two familiar objects or personal experiences that have clear and observable differences
Language Arts,LA003-02-H,Deliver a focused 2-minute presentation comparing two objects or experiences,Listening Skills,Respond to 1-2 simple questions from peers after completing the presentation
Language Arts,LA003-02-H,Deliver a focused 2-minute presentation comparing two objects or experiences,Confidence Building,Maintain eye contact with audience and speak without excessive hesitation during presentation
Language Arts,LA004-01-A,"Sort basic nouns (people, places, things) and action verbs using picture cards with 90% accuracy,Noun Identification,Correctly identify at least 8 out of 10 picture cards representing people (e.g., teacher",doctor,chef)
Language Arts,LA004-01-A,"Sort basic nouns (people, places, things) and action verbs using picture cards with 90% accuracy,Place Noun Recognition,Distinguish and sort picture cards showing at least 5 different places (school, park, home",store,playground)
Language Arts,LA004-01-A,"Sort basic nouns (people, places, things) and action verbs using picture cards with 90% accuracy,Thing Noun Classification,Accurately categorize picture cards of objects into groups like toys, furniture",food,and clothing
Language Arts,LA004-01-A,"Sort basic nouns (people, places, things) and action verbs using picture cards with 90% accuracy,Action Verb Demonstration,Match action verb picture cards to corresponding physical movements (run, jump",swim,write)
Language Arts,LA004-01-A,"Sort basic nouns (people, places, things) and action verbs using picture cards with 90% accuracy,Mixed Sorting Skills,Separate a mixed set of picture cards into two distinct groups: nouns (people",places,things) and action verbs
Language Arts,LA004-01-A,"Sort basic nouns (people, places, things) and action verbs using picture cards with 90% accuracy",Verbal Labeling,Verbally name the category (noun or verb) when sorting each picture card
Language Arts,LA004-01-A,"Sort basic nouns (people, places, things) and action verbs using picture cards with 90% accuracy",Contextual Understanding,Create simple sentences using sorted noun and verb picture cards to demonstrate comprehension
Language Arts,LA004-01-B,"Demonstrate understanding of action verbs through physical movement and songs (jump, dance, swim)",Verb Identification,Physically act out at least 3 different action verbs when prompted by a verbal instruction
Language Arts,LA004-01-B,"Demonstrate understanding of action verbs through physical movement and songs (jump, dance, swim)",Vocabulary Development,Verbally name and demonstrate at least 5 different action verbs related to body movement
Language Arts,LA004-01-B,"Demonstrate understanding of action verbs through physical movement and songs (jump, dance, swim)",Comprehension,Follow simple songs or rhymes that include action verbs and perform the corresponding physical movements
Language Arts,LA004-01-B,"Demonstrate understanding of action verbs through physical movement and songs (jump, dance, swim)",Expressive Language,Create a short movement sequence using 2-3 different action verbs when given a verbal prompt
Language Arts,LA004-01-B,"Demonstrate understanding of action verbs through physical movement and songs (jump, dance, swim)",Contextual Understanding,Distinguish between action verbs and non-action words by performing movements only when an action verb is spoken
Language Arts,LA004-01-B,"Demonstrate understanding of action verbs through physical movement and songs (jump, dance, swim)",Creative Expression,Improvise a simple dance or movement routine using at least 4 different action verbs
Language Arts,LA004-01-B,"Demonstrate understanding of action verbs through physical movement and songs (jump, dance, swim)",Listening Skills,Respond accurately to action verb instructions in both English and simple action-based games
Language Arts,LA004-01-C,"Use simple descriptive adjectives to enhance nouns (big ball, red car) during guided activities",Color Identification,Verbally identify and use color adjectives to describe objects in the classroom
Language Arts,LA004-01-C,"Use simple descriptive adjectives to enhance nouns (big ball, red car) during guided activities,Size Comparison,Demonstrate understanding of size adjectives by matching and describing objects as big",small,or tiny
Language Arts,LA004-01-C,"Use simple descriptive adjectives to enhance nouns (big ball, red car) during guided activities",Descriptive Language,Orally construct simple phrases using at least one descriptive adjective with a noun during show-and-tell activities
Language Arts,LA004-01-C,"Use simple descriptive adjectives to enhance nouns (big ball, red car) during guided activities,Sensory Descriptions,Use basic sensory adjectives like soft, hard",smooth,or rough to describe different classroom objects
Language Arts,LA004-01-C,"Use simple descriptive adjectives to enhance nouns (big ball, red car) during guided activities",Interactive Naming,Play matching games that require identifying and naming objects with their descriptive attributes
Language Arts,LA004-01-C,"Use simple descriptive adjectives to enhance nouns (big ball, red car) during guided activities",Picture Description,Point to and describe pictures using at least two descriptive words about objects' qualities
Language Arts,LA004-01-C,"Use simple descriptive adjectives to enhance nouns (big ball, red car) during guided activities",Comparative Language,Use basic comparative adjectives like bigger/smaller or longer/shorter when comparing two objects
Language Arts,LA004-01-D,"Distinguish between common and proper nouns using familiar examples (dog vs. Spot, city vs. Boston)",Noun Identification,"Verbally identify the difference between common nouns (like ""dog"") and proper nouns (like ""Spot"") when shown pictures"
Language Arts,LA004-01-D,"Distinguish between common and proper nouns using familiar examples (dog vs. Spot, city vs. Boston)",Capitalization,Demonstrate understanding that proper nouns always start with a capital letter by circling proper nouns in a simple sentence
Language Arts,LA004-01-D,"Distinguish between common and proper nouns using familiar examples (dog vs. Spot, city vs. Boston),Personal Context,Create a list of personal proper nouns including their name",pet's name,and hometown
Language Arts,LA004-01-D,"Distinguish between common and proper nouns using familiar examples (dog vs. Spot, city vs. Boston)",Sorting Skills,Physically sort word cards into two groups: common nouns and proper nouns
Language Arts,LA004-01-D,"Distinguish between common and proper nouns using familiar examples (dog vs. Spot, city vs. Boston)",Oral Communication,Verbally explain the difference between a common noun and a proper noun using their own examples
Language Arts,LA004-01-E,"Use basic pronouns (I, my, your) and articles (a, an, the) in simple sentences",Personal Pronoun Recognition,"Correctly identify and use ""I"" when referring to oneself in spoken sentences"
Language Arts,LA004-01-E,"Use basic pronouns (I, my, your) and articles (a, an, the) in simple sentences",Possessive Pronoun Usage,"Demonstrate understanding of ""my"" and ""your"" by describing personal belongings"
Language Arts,LA004-01-E,"Use basic pronouns (I, my, your) and articles (a, an, the) in simple sentences,Article Identification,Distinguish between ""a""","""an""","and ""the"" when naming objects in the classroom"
Language Arts,LA004-01-E,"Use basic pronouns (I, my, your) and articles (a, an, the) in simple sentences",Sentence Construction,Create simple sentences using at least one pronoun and one article correctly
Language Arts,LA004-01-E,"Use basic pronouns (I, my, your) and articles (a, an, the) in simple sentences",Verbal Communication,Use pronouns and articles appropriately during show-and-tell or classroom discussions
Language Arts,LA004-01-E,"Use basic pronouns (I, my, your) and articles (a, an, the) in simple sentences",Descriptive Language,Describe personal items using correct pronouns and appropriate articles in complete sentences
Language Arts,LA004-01-F,"Apply prepositions (in, on, under, between) to describe object locations during hands-on activities,Spatial Awareness,Correctly identify and verbalize the location of a toy when placed in, on",under,or between other objects
Language Arts,LA004-01-F,"Apply prepositions (in, on, under, between) to describe object locations during hands-on activities",Vocabulary Development,Use prepositions accurately in simple spoken sentences describing object placement
Language Arts,LA004-01-F,"Apply prepositions (in, on, under, between) to describe object locations during hands-on activities",Listening Comprehension,Follow verbal instructions that involve prepositions to place objects in specific locations
Language Arts,LA004-01-F,"Apply prepositions (in, on, under, between) to describe object locations during hands-on activities",Spatial Reasoning,Arrange objects according to spoken preposition-based instructions during classroom activities
Language Arts,LA004-01-F,"Apply prepositions (in, on, under, between) to describe object locations during hands-on activities",Communication Skills,Describe the position of objects in picture books using appropriate prepositions
Language Arts,LA004-01-F,"Apply prepositions (in, on, under, between) to describe object locations during hands-on activities",Interactive Learning,Play location-based games that require identifying and describing object positions using prepositions
Language Arts,LA004-01-G,"Create simple sentences using nouns, verbs, and adjectives with picture support,Noun Identification,Identify and point to nouns in picture cards (people",animals,objects)
Language Arts,LA004-01-G,"Create simple sentences using nouns, verbs, and adjectives with picture support",Verb Action,Match action verbs to corresponding pictures showing movement or activity
Language Arts,LA004-01-G,"Create simple sentences using nouns, verbs, and adjectives with picture support,Adjective Description,Select descriptive adjectives that match picture characteristics (color",size,shape)
Language Arts,LA004-01-G,"Create simple sentences using nouns, verbs, and adjectives with picture support,Sentence Construction,Construct a simple 3-word sentence using a noun",verb,and adjective from picture prompts
Language Arts,LA004-01-G,"Create simple sentences using nouns, verbs, and adjectives with picture support,Oral Communication,Verbally share a complete sentence about a picture using at least one noun",verb,and adjective
Language Arts,LA004-01-G,"Create simple sentences using nouns, verbs, and adjectives with picture support,Word Categorization,Sort picture cards into nouns",verbs,and adjectives with 80% accuracy
Language Arts,LA004-01-G,"Create simple sentences using nouns, verbs, and adjectives with picture support,Creative Expression,Create an original illustrated sentence using a noun",verb,and adjective from a word bank
Language Arts,LA004-01-H,"Use basic adverbs (quickly, slowly, loudly) to modify actions through movement activities",Verbal Comprehension,Identify and demonstrate the meaning of basic adverbs through physical actions when prompted by a teacher
Language Arts,LA004-01-H,"Use basic adverbs (quickly, slowly, loudly) to modify actions through movement activities,Kinesthetic Learning,Perform simple movements (walking",jumping,"dancing) while matching the speed described by adverbs like ""quickly"" and ""slowly"""
Language Arts,LA004-01-H,"Use basic adverbs (quickly, slowly, loudly) to modify actions through movement activities,Expressive Language",Verbalize actions using appropriate adverbs during guided movement games (e.g.,"""I am walking slowly"" or ""I am jumping quickly"")"
Language Arts,LA004-01-H,"Use basic adverbs (quickly, slowly, loudly) to modify actions through movement activities",Sound Discrimination,"Distinguish between volume-related adverbs by performing actions at different sound levels (moving ""loudly"" versus ""quietly"")"
Language Arts,LA004-01-H,"Use basic adverbs (quickly, slowly, loudly) to modify actions through movement activities",Interactive Communication,Participate in call-and-response movement activities that require using adverbs to describe action speeds and volumes
Language Arts,LA004-01-H,"Use basic adverbs (quickly, slowly, loudly) to modify actions through movement activities",Descriptive Skills,Create simple sentences describing movements using at least one basic adverb during structured play activities
Language Arts,LA004-01-H,"Use basic adverbs (quickly, slowly, loudly) to modify actions through movement activities",Listening Comprehension,Follow multi-step movement instructions that include adverb descriptions of speed and volume
Language Arts,LA004-01-I,"Connect ideas using simple conjunctions (and, but) in guided storytelling",Oral Language,Verbally combine two simple sentences using 'and' when describing a picture
Language Arts,LA004-01-I,"Connect ideas using simple conjunctions (and, but) in guided storytelling,Sentence Structure",Use the conjunction 'but' to show contrast in a short,teacher-guided story
Language Arts,LA004-01-I,"Connect ideas using simple conjunctions (and, but) in guided storytelling",Comprehension,Listen to a story and identify the use of 'and' and 'but' to connect ideas
Language Arts,LA004-01-I,"Connect ideas using simple conjunctions (and, but) in guided storytelling",Communication Skills,Create a simple two-part sentence using 'and' to describe a personal experience
Language Arts,LA004-01-I,"Connect ideas using simple conjunctions (and, but) in guided storytelling",Vocabulary Development,Demonstrate understanding of 'and' by linking related words in a spoken phrase
Language Arts,LA004-01-I,"Connect ideas using simple conjunctions (and, but) in guided storytelling",Narrative Skills,Participate in a guided storytelling activity using 'and' to connect sequential events
Language Arts,LA004-01-I,"Connect ideas using simple conjunctions (and, but) in guided storytelling",Language Complexity,Combine two different ideas using 'but' to express a simple contrast in meaning
Language Arts,LA004-01-J,"Express emotions using appropriate interjections (wow, oops, yay) in context",Emotional Expression,"Verbally use ""wow"" to show surprise or excitement during storytelling activities"
Language Arts,LA004-01-J,"Express emotions using appropriate interjections (wow, oops, yay) in context",Error Acknowledgment,"Use ""oops"" correctly when making a mistake during classroom activities or games"
Language Arts,LA004-01-J,"Express emotions using appropriate interjections (wow, oops, yay) in context",Positive Reinforcement,"Say ""yay"" appropriately to celebrate personal or peer achievements"
Language Arts,LA004-01-J,"Express emotions using appropriate interjections (wow, oops, yay) in context",Contextual Understanding,Demonstrate the correct emotional tone when using interjections during role-play scenarios
Language Arts,LA004-01-J,"Express emotions using appropriate interjections (wow, oops, yay) in context",Communication Skills,Distinguish between different interjections and match them to corresponding emotional states in picture-based exercises
Language Arts,LA004-01-J,"Express emotions using appropriate interjections (wow, oops, yay) in context",Social Interaction,Use interjections spontaneously during group discussions and sharing time to express genuine feelings
Language Arts,LA004-01-K,"Build complete sentences using mixed parts of speech with manipulative word cards,Noun Recognition,Identify and select word cards representing people",places,or things
Language Arts,LA004-01-K,Build complete sentences using mixed parts of speech with manipulative word cards,Verb Action,Match action word cards to create simple subject-verb sentences
Language Arts,LA004-01-K,Build complete sentences using mixed parts of speech with manipulative word cards,Sentence Structure,Arrange word cards to form grammatically correct sentences with a subject and predicate
Language Arts,LA004-01-K,Build complete sentences using mixed parts of speech with manipulative word cards,Descriptive Language,Use adjective word cards to add descriptive details to basic sentences
Language Arts,LA004-01-K,Build complete sentences using mixed parts of speech with manipulative word cards,Word Order,Understand and demonstrate correct word order when constructing sentences
Language Arts,LA004-01-K,"Build complete sentences using mixed parts of speech with manipulative word cards,Sentence Complexity,Create sentences with multiple parts of speech including nouns",verbs,and descriptive words
Language Arts,LA004-01-K,Build complete sentences using mixed parts of speech with manipulative word cards,Communication Skills,Verbally explain the meaning of sentences created using word cards
Language Arts,LA004-01-L,Participate in interactive grammar games combining multiple parts of speech concepts,Noun Identification,Correctly identify and point to nouns in picture-based group games
Language Arts,LA004-01-L,Participate in interactive grammar games combining multiple parts of speech concepts,Verb Action,Demonstrate understanding of verbs by acting out action words during interactive movement games
Language Arts,LA004-01-L,Participate in interactive grammar games combining multiple parts of speech concepts,Word Matching,Match simple nouns with corresponding action verbs in visual matching games
Language Arts,LA004-01-L,Participate in interactive grammar games combining multiple parts of speech concepts,Sentence Construction,Create simple two-word phrases combining a noun and verb during group language activities
Language Arts,LA004-01-L,Participate in interactive grammar games combining multiple parts of speech concepts,Sound Recognition,Distinguish between different parts of speech based on sound and context in listening games
Language Arts,LA004-01-L,Participate in interactive grammar games combining multiple parts of speech concepts,Descriptive Language,Use basic adjectives to describe nouns during collaborative storytelling games
Language Arts,LA004-02-A,Identify subject and action in spoken sentences through interactive games and songs,Verbal Comprehension,Correctly point to the person or thing performing an action when heard in a simple spoken sentence
Language Arts,LA004-02-A,Identify subject and action in spoken sentences through interactive games and songs,Action Recognition,Demonstrate understanding by acting out the action when a subject and verb are spoken together
Language Arts,LA004-02-A,"Identify subject and action in spoken sentences through interactive games and songs,Listening Skills",Repeat back the subject and action from a short,clear spoken sentence with 80% accuracy
Language Arts,LA004-02-A,Identify subject and action in spoken sentences through interactive games and songs,Interactive Learning,Play a musical game where children match picture cards to spoken sentences showing a subject doing an action
Language Arts,LA004-02-A,Identify subject and action in spoken sentences through interactive games and songs,Sentence Structure,Verbally complete a sentence starter by identifying the missing subject or action when prompted
